PreTimes,PreVals,meanRunTimes,meanRun
29/05/16 12:50,6.2,29/05/16 12:50,0.0177385984939384
29/05/16 13:00,8.6,29/05/16 13:00,0.124170189457569
29/05/16 13:10,1.4,29/05/16 13:10,0.00886929924696921
29/05/16 13:20,1.9,29/05/16 13:20,0.00886929924696921
29/05/16 13:30,1.4,29/05/16 13:30,0
29/05/16 13:40,0.3,29/05/16 13:40,0.00886929924696921
29/05/16 13:50,0.2,29/05/16 13:50,0
29/05/16 14:00,0,29/05/16 14:00,0
29/05/16 14:10,0,29/05/16 14:10,0
29/05/16 14:20,0.1,29/05/16 14:20,0
29/05/16 14:30,0,29/05/16 14:30,0
