PreTimes,PreVals,meanRunTimes,meanRun
"2016-06-14 14:10:00",0.7,"2016-06-14 14:09:53",0.129002642833755
"2016-06-14 14:20:00",12.1,"2016-06-14 14:19:53",2.98004141769505
"2016-06-14 14:30:00",8.7,"2016-06-14 14:29:53",4.38055660994439
"2016-06-14 14:40:00",4.1,"2016-06-14 14:39:53",1.2280918262111
"2016-06-14 14:50:00",1.2,"2016-06-14 14:49:53",0.0044346496234846
"2016-06-14 15:00:00",0.3,"2016-06-14 14:59:53",0
"2016-06-14 15:10:00",0.4,"2016-06-14 15:09:53",0.0044346496234846
"2016-06-14 15:20:00",0.1,"2016-06-14 15:19:53",0
"2016-06-14 15:30:00",0.1,"2016-06-14 15:29:53",0
"2016-06-14 15:40:00",0.2,"2016-06-14 15:39:53",0
"2016-06-14 15:50:00",0.3,"2016-06-14 15:49:53",0
"2016-06-14 16:00:00",0.3,"2016-06-14 15:59:53",0
"2016-06-14 16:10:00",0.4,"2016-06-14 16:09:53",0.0044346496234846
"2016-06-14 16:20:00",0.5,"2016-06-14 16:19:53",0
"2016-06-14 16:30:00",0.6,"2016-06-14 16:29:53",0.0044346496234846
"2016-06-14 16:40:00",0.5,"2016-06-14 16:39:53",0.0044346496234846
"2016-06-14 16:50:00",0.4,"2016-06-14 16:49:53",0
"2016-06-14 17:00:00",0.3,"2016-06-14 16:59:53",0
"2016-06-14 17:10:00",0.3,"2016-06-14 17:09:53",0
"2016-06-14 17:20:00",0.3,"2016-06-14 17:19:53",0
"2016-06-14 17:30:00",0.1,"2016-06-14 17:29:53",0.0044346496234846
"2016-06-14 17:40:00",0.2,"2016-06-14 17:39:53",0
"2016-06-14 17:50:00",0.1,"2016-06-14 17:49:53",0
"2016-06-14 18:00:00",0.1,"2016-06-14 17:59:53",0
"2016-06-14 18:10:00",0.2,"2016-06-14 18:09:53",0
"2016-06-14 18:20:00",0.1,"2016-06-14 18:19:53",0
"2016-06-14 18:30:00",0,"2016-06-14 18:29:53",0
"2016-06-14 18:40:00",0.1,"2016-06-14 18:39:53",0
"2016-06-14 18:50:00",0,"2016-06-14 18:49:53",0
