PreTimes,PreVals,meanRunTimes,meanRun
"2016-07-09 11:20:00",0.1,"2016-07-09 11:19:46",0
"2016-07-09 11:30:00",1.6,"2016-07-09 11:29:46",0.300795270586079
"2016-07-09 11:40:00",0,"2016-07-09 11:39:46",0
"2016-07-09 11:50:00",0,"2016-07-09 11:49:46",0
"2016-07-09 12:00:00",0,"2016-07-09 11:59:46",0
"2016-07-09 12:10:00",0,"2016-07-09 12:09:46",0
"2016-07-09 12:20:00",0,"2016-07-09 12:19:46",0
"2016-07-09 12:30:00",0,"2016-07-09 12:29:46",0
"2016-07-09 12:40:00",0,"2016-07-09 12:39:46",0
"2016-07-09 12:50:00",4.3,"2016-07-09 12:49:46",0.478433946457472
"2016-07-09 13:00:00",1.7,"2016-07-09 12:59:46",0.150846883755899
"2016-07-09 13:10:00",6.2,"2016-07-09 13:09:46",0.891716076813356
"2016-07-09 13:20:00",11.8,"2016-07-09 13:19:46",2.22093128134792
"2016-07-09 13:30:00",7.1,"2016-07-09 13:29:46",0.967970771319963
"2016-07-09 13:40:00",3.8,"2016-07-09 13:39:46",0.392454588697346
"2016-07-09 13:50:00",12.8,"2016-07-09 13:49:46",1.4560860201884
"2016-07-09 14:00:00",14.1,"2016-07-09 13:59:46",1.95818358731477
"2016-07-09 14:10:00",9.9,"2016-07-09 14:09:46",1.56012218618896
"2016-07-09 14:20:00",7.7,"2016-07-09 14:19:46",0.944740458214734
"2016-07-09 14:30:00",1.7,"2016-07-09 14:29:46",0.225178862367327
"2016-07-09 14:40:00",0,"2016-07-09 14:39:46",0
