PreTimes,PreVals,meanRunTimes,meanRun
"2016-05-26 16:00:00",2.1,"2016-05-26 16:00:03",0.192125715336924
"2016-05-26 16:10:00",2.5,"2016-05-26 16:10:03",0.213913004618192
"2016-05-26 16:20:00",0,"2016-05-26 16:20:03",0.169566508383345
"2016-05-26 16:30:00",0.1,"2016-05-26 16:30:03",0
"2016-05-26 16:40:00",0,"2016-05-26 16:40:03",0.0871935584214919
"2016-05-26 16:50:00",0,"2016-05-26 16:50:03",0
"2016-05-26 17:00:00",4.8,"2016-05-26 17:00:03",0.190689933809838
"2016-05-26 17:10:00",14.4,"2016-05-26 17:10:03",1.37030673365674
"2016-05-26 17:20:00",5.5,"2016-05-26 17:20:03",0.22173248117423
"2016-05-26 17:30:00",1,"2016-05-26 17:30:03",0.022173248117423
"2016-05-26 17:40:00",1.7,"2016-05-26 17:40:03",0.0133039488704538
"2016-05-26 17:50:00",0.6,"2016-05-26 17:50:03",0.174001158006831
"2016-05-26 18:00:00",1.7,"2016-05-26 18:00:03",0.00886929924696921
"2016-05-26 18:10:00",0.9,"2016-05-26 18:10:03",0.0044346496234846
"2016-05-26 18:20:00",0.1,"2016-05-26 18:20:03",0
"2016-05-26 18:30:00",0.4,"2016-05-26 18:30:03",0.167366843916131
"2016-05-26 18:40:00",0.2,"2016-05-26 18:40:03",0
"2016-05-26 18:50:00",0,"2016-05-26 18:50:03",0
"2016-05-26 19:00:00",0,"2016-05-26 19:00:03",0
"2016-05-26 19:10:00",0.1,"2016-05-26 19:10:03",0.0871935584214931
"2016-05-26 19:20:00",0,"2016-05-26 19:20:03",0.0044346496234846
"2016-05-26 19:30:00",0,"2016-05-26 19:30:03",0
"2016-05-26 19:40:00",0.1,"2016-05-26 19:40:03",0
"2016-05-26 19:50:00",0,"2016-05-26 19:50:03",0.0871935584214931
"2016-05-26 20:00:00",0,"2016-05-26 20:00:03",0.0847832541916714
"2016-05-26 20:10:00",0.2,"2016-05-26 20:10:03",0
"2016-05-26 20:20:00",0.1,"2016-05-26 20:20:03",0
"2016-05-26 20:30:00",0.1,"2016-05-26 20:30:03",0
"2016-05-26 20:40:00",0.1,"2016-05-26 20:40:03",0
"2016-05-26 20:50:00",0.2,"2016-05-26 20:50:03",0
"2016-05-26 21:00:00",0.1,"2016-05-26 21:00:03",0
"2016-05-26 21:10:00",0,"2016-05-26 21:10:03",0
"2016-05-26 21:20:00",0,"2016-05-26 21:20:03",0
"2016-05-26 21:30:00",0.1,"2016-05-26 21:30:03",0
"2016-05-26 21:40:00",0.1,"2016-05-26 21:40:03",0
"2016-05-26 21:50:00",0,"2016-05-26 21:50:03",0.176200822474044
