PreTimes,PreVals,meanRunTimes,meanRun
"2016-06-30 18:00:00",0.5,"2016-06-30 18:02:44",0.174387116842985
"2016-06-30 18:10:00",10,"2016-06-30 18:12:44",3.83444381904439
"2016-06-30 18:20:00",0,"2016-06-30 18:22:44",0.441268073082481
"2016-06-30 18:30:00",0,"2016-06-30 18:32:44",0
"2016-06-30 18:40:00",0,"2016-06-30 18:42:44",0
"2016-06-30 18:50:00",0,"2016-06-30 18:52:44",0
"2016-06-30 19:00:00",0,"2016-06-30 19:02:44",0
"2016-06-30 19:10:00",0,"2016-06-30 19:12:44",0
"2016-06-30 19:20:00",0,"2016-06-30 19:22:44",0
"2016-06-30 19:30:00",0.1,"2016-06-30 19:32:44",0
"2016-06-30 19:40:00",0,"2016-06-30 19:42:44",0
