PreTimes,PreVals,meanRunTimes,meanRun
09/07/16 11:35,0.5,09/07/16 11:35,0
09/07/16 11:45,0.1,09/07/16 11:45,0
09/07/16 11:55,0.1,09/07/16 11:55,0
09/07/16 12:05,0,09/07/16 12:05,0
09/07/16 12:15,0,09/07/16 12:15,0
09/07/16 12:25,0,09/07/16 12:25,0
09/07/16 12:35,0,09/07/16 12:35,0
09/07/16 12:45,0.3,09/07/16 12:45,0
09/07/16 12:55,5.6,09/07/16 12:55,0.576504451052998
09/07/16 13:05,3.5,09/07/16 13:05,0.0975622917166613
09/07/16 13:15,1.5,09/07/16 13:15,0
09/07/16 13:25,9.1,09/07/16 13:25,2.98895384622862
09/07/16 13:35,8,09/07/16 13:35,2.17297831550746
09/07/16 13:45,1.9,09/07/16 13:45,0.22173248117423
09/07/16 13:55,0.8,09/07/16 13:55,0
09/07/16 14:05,0.6,09/07/16 14:05,0
09/07/16 14:15,0.1,09/07/16 14:15,0
09/07/16 14:25,0,09/07/16 14:25,0
