PreTimes,PreVals,meanRunTimes,meanRun
"2016-07-19 15:00:00",2,"2016-07-19 15:01:08",0.516499282579137
"2016-07-19 15:10:00",5.5,"2016-07-19 15:11:08",0.220233047126032
"2016-07-19 15:20:00",2.4,"2016-07-19 15:21:08",0.109366806538915
"2016-07-19 15:30:00",2.8,"2016-07-19 15:31:08",0.0886929924696921
"2016-07-19 15:40:00",3.5,"2016-07-19 15:41:08",0.396443281819559
"2016-07-19 15:50:00",2.1,"2016-07-19 15:51:08",0.258969143491536
"2016-07-19 16:00:00",3.3,"2016-07-19 16:01:08",0.858998784638745
"2016-07-19 16:10:00",0.4,"2016-07-19 16:11:08",0.00886929924696921
"2016-07-19 16:20:00",0.5,"2016-07-19 16:21:08",0
"2016-07-19 16:30:00",0.1,"2016-07-19 16:31:08",0
"2016-07-19 16:40:00",0,"2016-07-19 16:41:08",0
"2016-07-19 16:50:00",0,"2016-07-19 16:51:08",0
"2016-07-19 17:00:00",0,"2016-07-19 17:01:08",0
"2016-07-19 17:10:00",0.1,"2016-07-19 17:11:08",0
"2016-07-19 17:20:00",0,"2016-07-19 17:21:08",0
"2016-07-19 17:30:00",0,"2016-07-19 17:31:08",0
"2016-07-19 17:40:00",0,"2016-07-19 17:41:08",0
"2016-07-19 17:50:00",0,"2016-07-19 17:51:08",0
"2016-07-19 18:00:00",0,"2016-07-19 18:01:08",0
"2016-07-19 18:10:00",0,"2016-07-19 18:11:08",0
"2016-07-19 18:20:00",0.1,"2016-07-19 18:21:08",0
"2016-07-19 18:30:00",0,"2016-07-19 18:31:08",0
