PreTimes,PreVals,meanRunTimes,meanRun
"2016-05-29 12:30:00",0.1,"2016-05-29 12:30:00",0
"2016-05-29 12:40:00",10.3,"2016-05-29 12:40:00",1.10866240587115
"2016-05-29 12:50:00",17.5,"2016-05-29 12:50:00",4.21291714231037
"2016-05-29 13:00:00",11.2,"2016-05-29 13:00:00",1.33039488704538
"2016-05-29 13:10:00",7.2,"2016-05-29 13:10:00",0.354771969878768
"2016-05-29 13:20:00",4.4,"2016-05-29 13:20:00",0.0886929924696921
"2016-05-29 13:30:00",0.9,"2016-05-29 13:30:00",0.00886929924696921
"2016-05-29 13:40:00",0.2,"2016-05-29 13:40:00",0
"2016-05-29 13:50:00",0.1,"2016-05-29 13:50:00",0
"2016-05-29 14:00:00",0,"2016-05-29 14:00:00",0
"2016-05-29 14:10:00",0,"2016-05-29 14:10:00",0
"2016-05-29 14:20:00",0,"2016-05-29 14:20:00",0
"2016-05-29 14:30:00",0,"2016-05-29 14:30:00",0
"2016-05-29 14:40:00",0,"2016-05-29 14:40:00",0
"2016-05-29 14:50:00",0,"2016-05-29 14:50:00",0
"2016-05-29 15:00:00",0,"2016-05-29 15:00:00",0
"2016-05-29 15:10:00",0,"2016-05-29 15:10:00",0
"2016-05-29 15:20:00",0.1,"2016-05-29 15:20:00",0
"2016-05-29 15:30:00",0.1,"2016-05-29 15:30:00",0
"2016-05-29 15:40:00",0,"2016-05-29 15:40:00",0
"2016-05-29 15:50:00",0.1,"2016-05-29 15:50:00",0
"2016-05-29 16:00:00",0,"2016-05-29 16:00:00",0
