PreTimes,PreVals,meanRunTimes,meanRun
"2016-06-16 12:50:00",1.2,"2016-06-16 12:49:12",0
"2016-06-16 13:00:00",1.2,"2016-06-16 12:59:12",0.151685900122102
"2016-06-16 13:10:00",1.3,"2016-06-16 13:09:12",0.348774233685971
"2016-06-16 13:20:00",8.8,"2016-06-16 13:19:12",0.806514610349626
"2016-06-16 13:30:00",7.8,"2016-06-16 13:29:12",0.363641269125738
"2016-06-16 13:40:00",14.5,"2016-06-16 13:39:12",1.97416482298449
"2016-06-16 13:50:00",3.2,"2016-06-16 13:49:12",5.92456530103136
"2016-06-16 14:00:00",0,"2016-06-16 13:59:12",0.132734249049663
"2016-06-16 14:10:00",0,"2016-06-16 14:09:12",0
"2016-06-16 14:20:00",0,"2016-06-16 14:19:12",0
"2016-06-16 14:30:00",0,"2016-06-16 14:29:12",0
"2016-06-16 14:40:00",0,"2016-06-16 14:39:12",0
"2016-06-16 14:50:00",0,"2016-06-16 14:49:12",0.0044346496234846
"2016-06-16 15:00:00",0,"2016-06-16 14:59:12",0
"2016-06-16 15:10:00",0,"2016-06-16 15:09:12",0
"2016-06-16 15:20:00",0,"2016-06-16 15:19:12",0
"2016-06-16 15:30:00",0.1,"2016-06-16 15:29:12",0
"2016-06-16 15:40:00",0.2,"2016-06-16 15:39:12",0.0871935584214925
"2016-06-16 15:50:00",0.3,"2016-06-16 15:49:12",0
"2016-06-16 16:00:00",1.1,"2016-06-16 15:59:12",0
"2016-06-16 16:10:00",0.2,"2016-06-16 16:09:12",0.0871935584214937
"2016-06-16 16:20:00",0,"2016-06-16 16:19:12",0
"2016-06-16 16:30:00",0.1,"2016-06-16 16:29:12",0
"2016-06-16 16:40:00",0,"2016-06-16 16:39:12",0
