PreTimes,PreVals,meanRunTimes,meanRun
"2016-05-31 14:20:00",0.6,"2016-05-31 14:20:00",0.00886929924696921
"2016-05-31 14:30:00",0.9,"2016-05-31 14:30:00",0
"2016-05-31 14:40:00",0.6,"2016-05-31 14:40:00",0.00886929924696921
"2016-05-31 14:50:00",0.9,"2016-05-31 14:50:00",0.00886929924696921
"2016-05-31 15:00:00",2.6,"2016-05-31 15:00:00",0.159647386445446
"2016-05-31 15:10:00",9.8,"2016-05-31 15:10:00",1.73838265240596
"2016-05-31 15:20:00",13.5,"2016-05-31 15:20:00",2.68739767183167
"2016-05-31 15:30:00",15.8,"2016-05-31 15:30:00",4.16857064607553
"2016-05-31 15:40:00",14.9,"2016-05-31 15:40:00",6.56328144275721
"2016-05-31 15:50:00",7.5,"2016-05-31 15:50:00",0.44346496234846
"2016-05-31 16:00:00",3,"2016-05-31 16:00:00",0
"2016-05-31 16:10:00",1.6,"2016-05-31 16:10:00",0.00886929924696921
"2016-05-31 16:20:00",0.9,"2016-05-31 16:20:00",0.00886929924696921
"2016-05-31 16:30:00",0.3,"2016-05-31 16:30:00",0.0266078977409076
"2016-05-31 16:40:00",0.1,"2016-05-31 16:40:00",0.00886929924696921
"2016-05-31 16:50:00",0,"2016-05-31 16:50:00",0
"2016-05-31 17:00:00",0.1,"2016-05-31 17:00:00",0
"2016-05-31 17:10:00",0,"2016-05-31 17:10:00",0
"2016-05-31 17:20:00",0.1,"2016-05-31 17:20:00",0
"2016-05-31 17:30:00",0.1,"2016-05-31 17:30:00",0
"2016-05-31 17:40:00",0,"2016-05-31 17:40:00",0
