PreTimes,PreVals,meanRunTimes,meanRun
"2016-06-14 14:10:00",0.7,"2016-06-14 14:09:47",0.258005285667511
"2016-06-14 14:20:00",12.1,"2016-06-14 14:19:47",4.62081864909775
"2016-06-14 14:30:00",8.7,"2016-06-14 14:29:47",8.08704647711912
"2016-06-14 14:40:00",4.1,"2016-06-14 14:39:47",2.36749065995251
"2016-06-14 14:50:00",1.2,"2016-06-14 14:49:47",0
"2016-06-14 15:00:00",0.3,"2016-06-14 14:59:47",0
"2016-06-14 15:10:00",0.4,"2016-06-14 15:09:47",0
"2016-06-14 15:20:00",0.1,"2016-06-14 15:19:47",0
"2016-06-14 15:30:00",0.1,"2016-06-14 15:29:47",0
"2016-06-14 15:40:00",0.2,"2016-06-14 15:39:47",0
"2016-06-14 15:50:00",0.3,"2016-06-14 15:49:47",0
"2016-06-14 16:00:00",0.3,"2016-06-14 15:59:47",0
"2016-06-14 16:10:00",0.4,"2016-06-14 16:09:47",0
"2016-06-14 16:20:00",0.5,"2016-06-14 16:19:47",0
"2016-06-14 16:30:00",0.6,"2016-06-14 16:29:47",0
"2016-06-14 16:40:00",0.5,"2016-06-14 16:39:47",0
"2016-06-14 16:50:00",0.4,"2016-06-14 16:49:47",0
"2016-06-14 17:00:00",0.3,"2016-06-14 16:59:47",0
"2016-06-14 17:10:00",0.3,"2016-06-14 17:09:47",0
"2016-06-14 17:20:00",0.3,"2016-06-14 17:19:47",0
"2016-06-14 17:30:00",0.1,"2016-06-14 17:29:47",0
"2016-06-14 17:40:00",0.2,"2016-06-14 17:39:47",0
"2016-06-14 17:50:00",0.1,"2016-06-14 17:49:47",0
"2016-06-14 18:00:00",0.1,"2016-06-14 17:59:47",0
"2016-06-14 18:10:00",0.2,"2016-06-14 18:09:47",0
"2016-06-14 18:20:00",0.1,"2016-06-14 18:19:47",0
"2016-06-14 18:30:00",0,"2016-06-14 18:29:47",0
"2016-06-14 18:40:00",0.1,"2016-06-14 18:39:47",0
"2016-06-14 18:50:00",0,"2016-06-14 18:49:47",0
