PreTimes,PreVals,meanRunTimes,meanRun
09/07/16 11:35,0.5,09/07/16 11:35,0.364984138566189
09/07/16 11:45,0.1,09/07/16 11:45,0.0958483323999536
09/07/16 11:55,0.1,09/07/16 11:55,0
09/07/16 12:05,0,09/07/16 12:05,0
09/07/16 12:15,0,09/07/16 12:15,0
09/07/16 12:25,0,09/07/16 12:25,0
09/07/16 12:35,0,09/07/16 12:35,0
09/07/16 12:45,0.3,09/07/16 12:45,0.0942844119015855
09/07/16 12:55,5.6,09/07/16 12:55,0.288252225526499
09/07/16 13:05,3.5,09/07/16 13:05,0.0487811458583306
09/07/16 13:15,1.5,09/07/16 13:15,0
09/07/16 13:25,9.1,09/07/16 13:25,1.84018643342012
09/07/16 13:35,8,09/07/16 13:35,2.29007363269182
09/07/16 13:45,1.9,09/07/16 13:45,0.864873122133415
09/07/16 13:55,0.8,09/07/16 13:55,0
09/07/16 14:05,0.6,09/07/16 14:05,0
09/07/16 14:15,0.1,09/07/16 14:15,0
09/07/16 14:25,0,09/07/16 14:25,0
