 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  15. 2.    Time:  15: 9:17
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

  72  -710.0000   -1730.485 0.4707   0.8700E-03  0.4729E-04 -0.8812E-03  0.0000E+00      -1  -0.881E-03   20.00
  73  -720.0000   -1730.614 0.4707   0.8698E-03  0.4729E-04 -0.8810E-03  0.0000E+00      -1  -0.881E-03   20.00
  74  -730.0000   -1730.742 0.4707   0.8696E-03  0.4728E-04 -0.8799E-03  0.0000E+00      -1  -0.880E-03   20.00
  75  -740.0000   -1730.849 0.4707   0.8695E-03  0.4728E-04 -0.8798E-03  0.0000E+00      -1  -0.880E-03   20.00
  76  -750.0000   -1730.979 0.4707   0.8693E-03  0.4727E-04 -0.1405E-03  0.0000E+00      -1  -0.140E-03   20.00
  77  -760.0000   -1714.162 0.4715   0.8902E-03  0.4778E-04  0.5987E-03  0.0000E+00      -1   0.599E-03   20.00
  78  -770.0000   -1697.524 0.4723   0.9108E-03  0.4829E-04  0.5964E-03  0.0000E+00      -1   0.596E-03   20.00
  79  -780.0000   -1681.063 0.4730   0.9312E-03  0.4878E-04  0.5934E-03  0.0000E+00      -1   0.593E-03   20.00
  80  -790.0000   -1664.775 0.4738   0.9513E-03  0.4928E-04  0.5899E-03  0.0000E+00      -1   0.590E-03   20.00
  81  -800.0000   -1648.659 0.4746   0.9713E-03  0.4977E-04  0.5857E-03  0.0000E+00      -1   0.586E-03   20.00
  82  -810.0000   -1632.713 0.4753   0.9910E-03  0.5025E-04  0.5809E-03  0.0000E+00      -1   0.581E-03   20.00
  83  -820.0000   -1616.933 0.4761   0.1011E-02  0.5073E-04  0.5756E-03  0.0000E+00      -1   0.576E-03   20.00
  84  -830.0000   -1601.319 0.4768   0.1030E-02  0.5120E-04  0.5698E-03  0.0000E+00      -1   0.570E-03   20.00
  85  -840.0000   -1585.867 0.4775   0.1049E-02  0.5167E-04  0.5633E-03  0.0000E+00      -1   0.563E-03   20.00
  86  -850.0000   -1570.577 0.4783   0.1068E-02  0.5213E-04  0.5564E-03  0.0000E+00      -1   0.556E-03   20.00
  87  -860.0000   -1555.445 0.4790   0.1087E-02  0.5259E-04  0.5491E-03  0.0000E+00      -1   0.549E-03   20.00
  88  -870.0000   -1540.469 0.4797   0.1105E-02  0.5304E-04  0.5413E-03  0.0000E+00      -1   0.541E-03   20.00
  89  -880.0000   -1525.648 0.4804   0.1124E-02  0.5349E-04  0.5345E-03  0.0000E+00      -1   0.535E-03   20.00
  90  -890.0000   -1510.981 0.4812   0.1155E-02  0.5408E-04  0.5311E-03  0.0000E+00      -1   0.531E-03   20.00
  91  -900.0000   -1496.463 0.4821   0.1194E-02  0.5476E-04  0.5303E-03  0.0000E+00      -1   0.530E-03   20.00
  92  -910.0000   -1482.094 0.4829   0.1233E-02  0.5543E-04  0.5292E-03  0.0000E+00      -1   0.529E-03   20.00
  93  -920.0000   -1467.873 0.4838   0.1271E-02  0.5610E-04  0.5271E-03  0.0000E+00      -1   0.527E-03   20.00
  94  -930.0000   -1453.796 0.4847   0.1309E-02  0.5676E-04  0.5240E-03  0.0000E+00      -1   0.524E-03   20.00
  95  -940.0000   -1439.863 0.4855   0.1346E-02  0.5741E-04  0.5198E-03  0.0000E+00      -1   0.520E-03   20.00
  96  -950.0000   -1426.071 0.4863   0.1383E-02  0.5805E-04  0.5147E-03  0.0000E+00      -1   0.515E-03   20.00
  97  -960.0000   -1412.418 0.4872   0.1420E-02  0.5869E-04  0.5087E-03  0.0000E+00      -1   0.509E-03   20.00
  98  -970.0000   -1398.903 0.4880   0.1456E-02  0.5933E-04  0.5019E-03  0.0000E+00      -1   0.502E-03   20.00
  99  -980.0000   -1385.525 0.4888   0.1492E-02  0.5995E-04  0.4941E-03  0.0000E+00      -1   0.494E-03   20.00
 100  -990.0000   -1372.280 0.4896   0.1528E-02  0.6057E-04  0.4854E-03  0.0000E+00      -1   0.485E-03   20.00
 101 -1000.0000   -1359.169 0.4904   0.1563E-02  0.6118E-04  0.4809E-03  0.0000E+00      -1   0.481E-03   20.00
end


 Time:       10.0010


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
