 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 2.    Time:  21:16:59
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -6189.569 0.3739   0.8857E-05  0.1079E-04 -0.8857E-05  0.0000E+00      -1  -0.164E-04   20.00
   2   -10.0000   -6189.569 0.3739   0.8857E-05  0.1079E-04 -0.8857E-05  0.0000E+00      -1  -0.164E-04   20.00
   3   -20.0000   -6189.569 0.3739   0.8857E-05  0.1079E-04 -0.8857E-05  0.0000E+00      -1  -0.164E-04   20.00
   4   -30.0000   -6189.569 0.3739   0.8857E-05  0.1079E-04 -0.8857E-05  0.0000E+00      -1  -0.164E-04   20.00
   5   -40.0000   -6189.569 0.3739   0.8857E-05  0.1079E-04 -0.8857E-05  0.0000E+00      -1  -0.164E-04   20.00
   6   -50.0000   -6189.569 0.3739   0.8857E-05  0.1079E-04  0.5538E-03  0.0000E+00      -1   0.103E-02   20.00
   7   -60.0000   -5557.333 0.3744   0.2703E-04  0.1246E-04  0.5447E-03  0.0000E+00      -1   0.101E-02   20.00
   8   -70.0000   -5557.333 0.3744   0.2703E-04  0.1246E-04 -0.2703E-04  0.0000E+00      -1  -0.501E-04   20.00
   9   -80.0000   -5557.333 0.3744   0.2703E-04  0.1246E-04 -0.2703E-04  0.0000E+00      -1  -0.501E-04   20.00
  10   -90.0000   -5557.333 0.3744   0.2703E-04  0.1246E-04 -0.2703E-04  0.0000E+00      -1  -0.501E-04   20.00
  11  -100.0000   -5557.333 0.3744   0.2703E-04  0.1246E-04 -0.2703E-04  0.0000E+00      -1  -0.501E-04   20.00
  12  -110.0000   -5557.333 0.3744   0.2703E-04  0.1246E-04 -0.2703E-04  0.0000E+00      -1  -0.501E-04   20.00
  13  -120.0000   -5557.333 0.3744   0.2703E-04  0.1246E-04 -0.2703E-04  0.0000E+00      -1  -0.501E-04   20.00
  14  -130.0000   -5557.333 0.3744   0.2703E-04  0.1246E-04 -0.2703E-04  0.0000E+00      -1  -0.501E-04   20.00
