 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 2.    Time:  21:16:59
 Units: L = mm   , T = min  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

      10.0001 -0.11000E+00  0.00000E+00 -0.11028E+00  0.00000E+00  0.23624E-04 -0.11000E-04  0.00000E+00 -0.11028E-04  0.00000E+00  0.23624E-08 -0.61893E+04  0.00000E+00 -0.24953E+04  0.27767E-03  0.27767E-07  0.40721E+03  0.11028E-04  0.00000E+00      1  0.00000E+00      0.000
      10.0002 -0.11000E+00  0.00000E+00 -0.11028E+00  0.00000E+00  0.23609E-04 -0.22000E-04  0.00000E+00 -0.22056E-04  0.00000E+00  0.47233E-08 -0.61891E+04  0.00000E+00 -0.24953E+04  0.27786E-03  0.55553E-07  0.40721E+03  0.22056E-04  0.00000E+00      2  0.00000E+00      0.000
      10.0003 -0.11000E+00  0.00000E+00 -0.10953E+00  0.00000E+00  0.23619E-04 -0.36667E-04  0.00000E+00 -0.36660E-04  0.00000E+00  0.78725E-08 -0.61888E+04  0.00000E+00 -0.24953E+04  0.46691E-03  0.11781E-06  0.40721E+03  0.36660E-04  0.00000E+00      3  0.00000E+00      0.000
      10.0005 -0.11000E+00  0.00000E+00 -0.10998E+00  0.00000E+00  0.23619E-04 -0.55000E-04  0.00000E+00 -0.54990E-04  0.00000E+00  0.11809E-07 -0.61884E+04  0.00000E+00 -0.24953E+04  0.19535E-04  0.12106E-06  0.40721E+03  0.54990E-04  0.00000E+00      4  0.00000E+00      0.000
      10.0008 -0.11000E+00  0.00000E+00 -0.11028E+00  0.00000E+00  0.23609E-04 -0.82500E-04  0.00000E+00 -0.82560E-04  0.00000E+00  0.17711E-07 -0.61878E+04  0.00000E+00 -0.24953E+04  0.27899E-03  0.19081E-06  0.40721E+03  0.82560E-04  0.00000E+00      5  0.00000E+00      0.000
      10.0010 -0.11000E+00  0.00000E+00 -0.11028E+00  0.00000E+00  0.23619E-04 -0.11000E-03  0.00000E+00 -0.11013E-03  0.00000E+00  0.23616E-07 -0.61872E+04  0.00000E+00 -0.24953E+04  0.27953E-03  0.26070E-06  0.40721E+03  0.11013E-03  0.00000E+00      6  0.00000E+00      0.000
      10.0011 -0.52000E+00  0.00000E+00 -0.52006E+00  0.00000E+00  0.23614E-04 -0.16200E-03  0.00000E+00 -0.16214E-03  0.00000E+00  0.25977E-07 -0.61861E+04  0.00000E+00 -0.24953E+04  0.62525E-04  0.26695E-06  0.40721E+03  0.16214E-03  0.00000E+00      7  0.00000E+00      0.000
      10.0012 -0.52000E+00  0.00000E+00 -0.52041E+00  0.00000E+00  0.23619E-04 -0.22960E-03  0.00000E+00 -0.22979E-03  0.00000E+00  0.29048E-07 -0.61847E+04  0.00000E+00 -0.24953E+04  0.40764E-03  0.31994E-06  0.40721E+03  0.22979E-03  0.00000E+00      8  0.00000E+00      0.000
