Site Name ,PASTUREUPPER
Site Number ,4
Logger ,Capacitive Water Level
Logger Serial Number ,6569


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,10/03/2017 , 15:33:28,443,54
2,10/03/2017 , 15:33:38,443,54
3,10/03/2017 , 15:33:48,443,54
4,10/03/2017 , 15:33:58,443,54
5,10/03/2017 , 15:34:08,442,53.5
6,10/03/2017 , 15:34:18,442,53.5
7,10/03/2017 , 15:34:28,442,53.5
8,10/03/2017 , 15:34:38,442,53.5
9,10/03/2017 , 15:34:48,442,53.5
10,10/03/2017 , 15:34:58,447,56.1
11,10/03/2017 , 15:35:08,444,54.5
12,10/03/2017 , 15:35:18,444,54.5
13,10/03/2017 , 15:35:28,445,55.1
14,10/03/2017 , 15:35:38,444,54.5
15,10/03/2017 , 15:35:48,443,54
16,10/03/2017 , 15:35:58,444,54.5
17,10/03/2017 , 15:36:08,443,54
18,10/03/2017 , 15:36:18,443,54
19,10/03/2017 , 15:36:28,444,54.5
20,10/03/2017 , 15:36:38,444,54.5
21,10/03/2017 , 15:36:48,444,54.5
22,10/03/2017 , 15:36:58,447,56.1
23,10/03/2017 , 15:37:08,444,54.5
24,10/03/2017 , 15:37:18,444,54.5
25,10/03/2017 , 15:37:28,458,61.6
26,10/03/2017 , 15:37:38,450,57.6
27,10/03/2017 , 15:37:48,449,57.1
28,10/03/2017 , 15:37:58,459,62.1
29,10/03/2017 , 15:38:08,457,61.1
30,10/03/2017 , 15:38:18,458,61.6
31,10/03/2017 , 15:38:28,475,70.2
32,10/03/2017 , 15:38:38,465,65.2
33,10/03/2017 , 15:38:48,465,65.2
34,10/03/2017 , 15:38:58,490,77.8
35,10/03/2017 , 15:39:08,483,74.2
36,10/03/2017 , 15:39:18,483,74.2
37,10/03/2017 , 15:39:28,505,85.4
38,10/03/2017 , 15:39:38,501,83.3
39,10/03/2017 , 15:39:48,501,83.3
40,10/03/2017 , 15:39:58,522,93.9
41,10/03/2017 , 15:40:08,519,92.4
42,10/03/2017 , 15:40:18,519,92.4
43,10/03/2017 , 15:40:28,542,104
44,10/03/2017 , 15:40:38,537,101.5
45,10/03/2017 , 15:40:48,537,101.5
46,10/03/2017 , 15:40:58,556,111.1
47,10/03/2017 , 15:41:08,554,110.1
48,10/03/2017 , 15:41:18,554,110.1
49,10/03/2017 , 15:41:28,576,121.2
50,10/03/2017 , 15:41:38,572,119.2
51,10/03/2017 , 15:41:48,572,119.2
52,10/03/2017 , 15:41:58,591,128.8
53,10/03/2017 , 15:42:08,590,128.3
54,10/03/2017 , 15:42:18,590,128.3
55,10/03/2017 , 15:42:28,612,139.4
56,10/03/2017 , 15:42:38,607,136.9
57,10/03/2017 , 15:42:48,607,136.9
58,10/03/2017 , 15:42:58,624,145.5
59,10/03/2017 , 15:43:08,624,145.5
60,10/03/2017 , 15:43:18,624,145.5
61,10/03/2017 , 15:43:28,648,157.6
62,10/03/2017 , 15:43:38,641,154
63,10/03/2017 , 15:43:48,641,154
64,10/03/2017 , 15:43:58,658,162.6
65,10/03/2017 , 15:44:08,658,162.6
66,10/03/2017 , 15:44:18,658,162.6
67,10/03/2017 , 15:44:28,680,173.7
68,10/03/2017 , 15:44:38,676,171.7
69,10/03/2017 , 15:44:48,675,171.2
70,10/03/2017 , 15:44:58,692,179.8
71,10/03/2017 , 15:45:08,692,179.8
72,10/03/2017 , 15:45:18,691,179.3
73,10/03/2017 , 15:45:28,709,188.4
74,10/03/2017 , 15:45:38,709,188.4
75,10/03/2017 , 15:45:48,709,188.4
76,10/03/2017 , 15:45:58,724,196
77,10/03/2017 , 15:46:08,724,196
78,10/03/2017 , 15:46:18,724,196
79,10/03/2017 , 15:46:28,739,203.5
80,10/03/2017 , 15:46:38,740,204
81,10/03/2017 , 15:46:48,740,204
82,10/03/2017 , 15:46:58,756,212.1
83,10/03/2017 , 15:47:08,757,212.6
84,10/03/2017 , 15:47:18,757,212.6
85,10/03/2017 , 15:47:28,773,220.7
86,10/03/2017 , 15:47:38,773,220.7
87,10/03/2017 , 15:47:48,773,220.7
88,10/03/2017 , 15:47:58,792,230.3
89,10/03/2017 , 15:48:08,788,228.3
90,10/03/2017 , 15:48:18,788,228.3
91,10/03/2017 , 15:48:28,807,237.9
92,10/03/2017 , 15:48:38,805,236.9
93,10/03/2017 , 15:48:48,806,237.4
94,10/03/2017 , 15:48:58,820,244.4
95,10/03/2017 , 15:49:08,820,244.4
96,10/03/2017 , 15:49:18,820,244.4
97,10/03/2017 , 15:49:28,837,253
98,10/03/2017 , 15:49:38,837,253
99,10/03/2017 , 15:49:48,837,253
100,10/03/2017 , 15:49:58,851,260.1
101,10/03/2017 , 15:50:08,852,260.6
102,10/03/2017 , 15:50:18,852,260.6
103,10/03/2017 , 15:50:28,864,266.7
104,10/03/2017 , 15:50:38,865,267.2
