Site Name ,PASTUREUPPER
Site Number ,4
Logger ,Capacitive Water Level
Logger Serial Number ,6569


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,09/03/2017 , 14:38:12,445,55.1
2,09/03/2017 , 14:38:22,442,53.5
3,09/03/2017 , 14:38:32,442,53.5
4,09/03/2017 , 14:38:42,442,53.5
5,09/03/2017 , 14:38:52,442,53.5
6,09/03/2017 , 14:39:02,446,55.6
7,09/03/2017 , 14:39:12,445,55.1
8,09/03/2017 , 14:39:22,445,55.1
9,09/03/2017 , 14:39:32,445,55.1
10,09/03/2017 , 14:39:42,445,55.1
11,09/03/2017 , 14:39:52,445,55.1
12,09/03/2017 , 14:40:02,446,55.6
13,09/03/2017 , 14:40:12,445,55.1
14,09/03/2017 , 14:40:22,445,55.1
15,09/03/2017 , 14:40:32,445,55.1
16,09/03/2017 , 14:40:42,445,55.1
17,09/03/2017 , 14:40:52,445,55.1
18,09/03/2017 , 14:41:02,445,55.1
19,09/03/2017 , 14:41:12,445,55.1
20,09/03/2017 , 14:41:22,445,55.1
21,09/03/2017 , 14:41:32,452,58.6
22,09/03/2017 , 14:41:42,452,58.6
23,09/03/2017 , 14:41:52,452,58.6
24,09/03/2017 , 14:42:02,455,60.1
25,09/03/2017 , 14:42:12,455,60.1
26,09/03/2017 , 14:42:22,455,60.1
27,09/03/2017 , 14:42:32,461,63.1
28,09/03/2017 , 14:42:42,460,62.6
29,09/03/2017 , 14:42:52,461,63.1
30,09/03/2017 , 14:43:02,478,71.7
31,09/03/2017 , 14:43:12,479,72.2
32,09/03/2017 , 14:43:22,479,72.2
33,09/03/2017 , 14:43:32,497,81.3
34,09/03/2017 , 14:43:42,498,81.8
35,09/03/2017 , 14:43:52,498,81.8
36,09/03/2017 , 14:44:02,515,90.4
37,09/03/2017 , 14:44:12,516,90.9
38,09/03/2017 , 14:44:22,516,90.9
39,09/03/2017 , 14:44:32,533,99.5
40,09/03/2017 , 14:44:42,534,100
41,09/03/2017 , 14:44:52,533,99.5
42,09/03/2017 , 14:45:02,551,108.6
43,09/03/2017 , 14:45:12,551,108.6
44,09/03/2017 , 14:45:22,551,108.6
45,09/03/2017 , 14:45:32,568,117.2
46,09/03/2017 , 14:45:42,568,117.2
47,09/03/2017 , 14:45:52,568,117.2
48,09/03/2017 , 14:46:02,586,126.3
49,09/03/2017 , 14:46:12,586,126.3
50,09/03/2017 , 14:46:22,586,126.3
51,09/03/2017 , 14:46:32,603,134.8
52,09/03/2017 , 14:46:42,602,134.3
53,09/03/2017 , 14:46:52,602,134.3
54,09/03/2017 , 14:47:02,619,142.9
55,09/03/2017 , 14:47:12,619,142.9
56,09/03/2017 , 14:47:22,619,142.9
57,09/03/2017 , 14:47:32,636,151.5
58,09/03/2017 , 14:47:42,636,151.5
59,09/03/2017 , 14:47:52,636,151.5
60,09/03/2017 , 14:48:02,654,160.6
61,09/03/2017 , 14:48:12,654,160.6
62,09/03/2017 , 14:48:22,654,160.6
63,09/03/2017 , 14:48:32,669,168.2
64,09/03/2017 , 14:48:42,669,168.2
65,09/03/2017 , 14:48:52,670,168.7
66,09/03/2017 , 14:49:02,687,177.3
67,09/03/2017 , 14:49:12,688,177.8
68,09/03/2017 , 14:49:22,687,177.3
69,09/03/2017 , 14:49:32,705,186.4
70,09/03/2017 , 14:49:42,705,186.4
71,09/03/2017 , 14:49:52,705,186.4
72,09/03/2017 , 14:50:02,722,194.9
73,09/03/2017 , 14:50:12,722,194.9
74,09/03/2017 , 14:50:22,722,194.9
75,09/03/2017 , 14:50:32,739,203.5
76,09/03/2017 , 14:50:42,739,203.5
77,09/03/2017 , 14:50:52,739,203.5
78,09/03/2017 , 14:51:02,754,211.1
79,09/03/2017 , 14:51:12,755,211.6
80,09/03/2017 , 14:51:22,756,212.1
81,09/03/2017 , 14:51:32,772,220.2
82,09/03/2017 , 14:51:42,772,220.2
83,09/03/2017 , 14:51:52,772,220.2
84,09/03/2017 , 14:52:02,789,228.8
85,09/03/2017 , 14:52:12,789,228.8
86,09/03/2017 , 14:52:22,789,228.8
87,09/03/2017 , 14:52:32,804,236.4
88,09/03/2017 , 14:52:42,804,236.4
89,09/03/2017 , 14:52:52,804,236.4
90,09/03/2017 , 14:53:02,821,244.9
91,09/03/2017 , 14:53:12,821,244.9
92,09/03/2017 , 14:53:22,821,244.9
93,09/03/2017 , 14:53:32,836,252.5
94,09/03/2017 , 14:53:42,836,252.5
95,09/03/2017 , 14:53:52,837,253
96,09/03/2017 , 14:54:02,850,259.6
97,09/03/2017 , 14:54:12,852,260.6
98,09/03/2017 , 14:54:22,852,260.6
99,09/03/2017 , 14:54:32,867,268.2
100,09/03/2017 , 14:54:42,868,268.7
101,09/03/2017 , 14:54:52,869,269.2
102,09/03/2017 , 14:55:02,886,277.8
