Site Name ,PASTUREUPPER
Site Number ,4
Logger ,Capacitive Water Level
Logger Serial Number ,6569


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,10/03/2017 , 14:31:48,441,53
2,10/03/2017 , 14:31:58,433,49
3,10/03/2017 , 14:32:08,433,49
4,10/03/2017 , 14:32:18,432,48.5
5,10/03/2017 , 14:32:28,432,48.5
6,10/03/2017 , 14:32:38,432,48.5
7,10/03/2017 , 14:32:48,432,48.5
8,10/03/2017 , 14:32:58,432,48.5
9,10/03/2017 , 14:33:08,432,48.5
10,10/03/2017 , 14:33:18,432,48.5
11,10/03/2017 , 14:33:28,432,48.5
12,10/03/2017 , 14:33:38,432,48.5
13,10/03/2017 , 14:33:48,432,48.5
14,10/03/2017 , 14:33:58,432,48.5
15,10/03/2017 , 14:34:08,432,48.5
16,10/03/2017 , 14:34:18,432,48.5
17,10/03/2017 , 14:34:28,432,48.5
18,10/03/2017 , 14:34:38,432,48.5
19,10/03/2017 , 14:34:48,432,48.5
20,10/03/2017 , 14:34:58,439,52
21,10/03/2017 , 14:35:08,442,53.5
22,10/03/2017 , 14:35:18,442,53.5
23,10/03/2017 , 14:35:28,442,53.5
24,10/03/2017 , 14:35:38,442,53.5
25,10/03/2017 , 14:35:48,442,53.5
26,10/03/2017 , 14:35:58,442,53.5
27,10/03/2017 , 14:36:08,442,53.5
28,10/03/2017 , 14:36:18,442,53.5
29,10/03/2017 , 14:36:28,443,54
30,10/03/2017 , 14:36:38,442,53.5
31,10/03/2017 , 14:36:48,442,53.5
32,10/03/2017 , 14:36:58,444,54.5
33,10/03/2017 , 14:37:08,443,54
34,10/03/2017 , 14:37:18,443,54
35,10/03/2017 , 14:37:28,448,56.6
36,10/03/2017 , 14:37:38,448,56.6
37,10/03/2017 , 14:37:48,448,56.6
38,10/03/2017 , 14:37:58,450,57.6
39,10/03/2017 , 14:38:08,452,58.6
40,10/03/2017 , 14:38:18,452,58.6
41,10/03/2017 , 14:38:28,453,59.1
42,10/03/2017 , 14:38:38,459,62.1
43,10/03/2017 , 14:38:48,459,62.1
44,10/03/2017 , 14:38:58,468,66.7
45,10/03/2017 , 14:39:08,478,71.7
46,10/03/2017 , 14:39:18,478,71.7
47,10/03/2017 , 14:39:28,494,79.8
48,10/03/2017 , 14:39:38,496,80.8
49,10/03/2017 , 14:39:48,497,81.3
50,10/03/2017 , 14:39:58,519,92.4
51,10/03/2017 , 14:40:08,515,90.4
52,10/03/2017 , 14:40:18,515,90.4
53,10/03/2017 , 14:40:28,532,99
54,10/03/2017 , 14:40:38,533,99.5
55,10/03/2017 , 14:40:48,533,99.5
56,10/03/2017 , 14:40:58,549,107.6
57,10/03/2017 , 14:41:08,550,108.1
58,10/03/2017 , 14:41:18,550,108.1
59,10/03/2017 , 14:41:28,564,115.2
60,10/03/2017 , 14:41:38,568,117.2
61,10/03/2017 , 14:41:48,568,117.2
62,10/03/2017 , 14:41:58,589,127.8
63,10/03/2017 , 14:42:08,585,125.8
64,10/03/2017 , 14:42:18,584,125.3
65,10/03/2017 , 14:42:28,587,126.8
66,10/03/2017 , 14:42:38,601,133.8
67,10/03/2017 , 14:42:48,601,133.8
68,10/03/2017 , 14:42:58,615,140.9
69,10/03/2017 , 14:43:08,618,142.4
70,10/03/2017 , 14:43:18,618,142.4
71,10/03/2017 , 14:43:28,636,151.5
72,10/03/2017 , 14:43:38,636,151.5
73,10/03/2017 , 14:43:48,636,151.5
74,10/03/2017 , 14:43:58,652,159.6
75,10/03/2017 , 14:44:08,652,159.6
76,10/03/2017 , 14:44:18,652,159.6
77,10/03/2017 , 14:44:28,670,168.7
78,10/03/2017 , 14:44:38,669,168.2
79,10/03/2017 , 14:44:48,669,168.2
80,10/03/2017 , 14:44:58,686,176.8
81,10/03/2017 , 14:45:08,686,176.8
82,10/03/2017 , 14:45:18,686,176.8
83,10/03/2017 , 14:45:28,705,186.4
84,10/03/2017 , 14:45:38,705,186.4
85,10/03/2017 , 14:45:48,705,186.4
86,10/03/2017 , 14:45:58,720,193.9
87,10/03/2017 , 14:46:08,720,193.9
88,10/03/2017 , 14:46:18,720,193.9
89,10/03/2017 , 14:46:28,734,201
90,10/03/2017 , 14:46:38,735,201.5
91,10/03/2017 , 14:46:48,735,201.5
92,10/03/2017 , 14:46:58,751,209.6
93,10/03/2017 , 14:47:08,750,209.1
94,10/03/2017 , 14:47:18,751,209.6
95,10/03/2017 , 14:47:28,767,217.7
96,10/03/2017 , 14:47:38,766,217.2
97,10/03/2017 , 14:47:48,767,217.7
98,10/03/2017 , 14:47:58,784,226.3
99,10/03/2017 , 14:48:08,782,225.3
100,10/03/2017 , 14:48:18,782,225.3
101,10/03/2017 , 14:48:28,800,234.3
102,10/03/2017 , 14:48:38,797,232.8
103,10/03/2017 , 14:48:48,798,233.3
