Site Name ,PASTUREUPPER
Site Number ,4
Logger ,Capacitive Water Level
Logger Serial Number ,6569


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,10/03/2017 , 15:01:30,443,54
2,10/03/2017 , 15:01:40,442,53.5
3,10/03/2017 , 15:01:50,442,53.5
4,10/03/2017 , 15:02:00,443,54
5,10/03/2017 , 15:02:10,443,54
6,10/03/2017 , 15:02:20,442,53.5
7,10/03/2017 , 15:02:30,443,54
8,10/03/2017 , 15:02:40,442,53.5
9,10/03/2017 , 15:02:50,442,53.5
10,10/03/2017 , 15:03:00,443,54
11,10/03/2017 , 15:03:10,442,53.5
12,10/03/2017 , 15:03:20,442,53.5
13,10/03/2017 , 15:03:30,443,54
14,10/03/2017 , 15:03:40,443,54
15,10/03/2017 , 15:03:50,443,54
16,10/03/2017 , 15:04:00,443,54
17,10/03/2017 , 15:04:10,443,54
18,10/03/2017 , 15:04:20,443,54
19,10/03/2017 , 15:04:30,454,59.6
20,10/03/2017 , 15:04:40,451,58.1
21,10/03/2017 , 15:04:50,452,58.6
22,10/03/2017 , 15:05:00,459,62.1
23,10/03/2017 , 15:05:10,456,60.6
24,10/03/2017 , 15:05:20,454,59.6
25,10/03/2017 , 15:05:30,463,64.1
26,10/03/2017 , 15:05:40,463,64.1
27,10/03/2017 , 15:05:50,463,64.1
28,10/03/2017 , 15:06:00,481,73.2
29,10/03/2017 , 15:06:10,481,73.2
30,10/03/2017 , 15:06:20,481,73.2
31,10/03/2017 , 15:06:30,499,82.3
32,10/03/2017 , 15:06:40,499,82.3
33,10/03/2017 , 15:06:50,498,81.8
34,10/03/2017 , 15:07:00,517,91.4
35,10/03/2017 , 15:07:10,516,90.9
36,10/03/2017 , 15:07:20,516,90.9
37,10/03/2017 , 15:07:30,534,100
38,10/03/2017 , 15:07:40,534,100
39,10/03/2017 , 15:07:50,533,99.5
40,10/03/2017 , 15:08:00,551,108.6
41,10/03/2017 , 15:08:10,551,108.6
42,10/03/2017 , 15:08:20,551,108.6
43,10/03/2017 , 15:08:30,569,117.7
44,10/03/2017 , 15:08:40,568,117.2
45,10/03/2017 , 15:08:50,568,117.2
46,10/03/2017 , 15:09:00,586,126.3
47,10/03/2017 , 15:09:10,586,126.3
48,10/03/2017 , 15:09:20,586,126.3
49,10/03/2017 , 15:09:30,603,134.8
50,10/03/2017 , 15:09:40,603,134.8
51,10/03/2017 , 15:09:50,603,134.8
52,10/03/2017 , 15:10:00,620,143.4
53,10/03/2017 , 15:10:10,619,142.9
54,10/03/2017 , 15:10:20,619,142.9
55,10/03/2017 , 15:10:30,637,152
56,10/03/2017 , 15:10:40,637,152
57,10/03/2017 , 15:10:50,637,152
58,10/03/2017 , 15:11:00,654,160.6
59,10/03/2017 , 15:11:10,654,160.6
60,10/03/2017 , 15:11:20,654,160.6
61,10/03/2017 , 15:11:30,672,169.7
62,10/03/2017 , 15:11:40,670,168.7
63,10/03/2017 , 15:11:50,670,168.7
64,10/03/2017 , 15:12:00,686,176.8
65,10/03/2017 , 15:12:10,687,177.3
66,10/03/2017 , 15:12:20,687,177.3
67,10/03/2017 , 15:12:30,705,186.4
68,10/03/2017 , 15:12:40,703,185.4
69,10/03/2017 , 15:12:50,703,185.4
70,10/03/2017 , 15:13:00,720,193.9
71,10/03/2017 , 15:13:10,720,193.9
72,10/03/2017 , 15:13:20,720,193.9
73,10/03/2017 , 15:13:30,737,202.5
74,10/03/2017 , 15:13:40,736,202
75,10/03/2017 , 15:13:50,736,202
76,10/03/2017 , 15:14:00,753,210.6
77,10/03/2017 , 15:14:10,752,210.1
78,10/03/2017 , 15:14:20,752,210.1
79,10/03/2017 , 15:14:30,770,219.2
80,10/03/2017 , 15:14:40,768,218.2
81,10/03/2017 , 15:14:50,768,218.2
82,10/03/2017 , 15:15:00,786,227.3
83,10/03/2017 , 15:15:10,784,226.3
84,10/03/2017 , 15:15:20,784,226.3
85,10/03/2017 , 15:15:30,800,234.3
86,10/03/2017 , 15:15:40,799,233.8
87,10/03/2017 , 15:15:50,799,233.8
88,10/03/2017 , 15:16:00,815,241.9
89,10/03/2017 , 15:16:10,815,241.9
90,10/03/2017 , 15:16:20,815,241.9
91,10/03/2017 , 15:16:30,832,250.5
92,10/03/2017 , 15:16:40,831,250
93,10/03/2017 , 15:16:50,831,250
94,10/03/2017 , 15:17:00,847,258.1
95,10/03/2017 , 15:17:10,847,258.1
96,10/03/2017 , 15:17:20,847,258.1
97,10/03/2017 , 15:17:30,862,265.7
98,10/03/2017 , 15:17:40,862,265.7
99,10/03/2017 , 15:17:50,862,265.7
100,10/03/2017 , 15:18:00,878,273.7
101,10/03/2017 , 15:18:10,877,273.2
102,10/03/2017 , 15:18:20,877,273.2
103,10/03/2017 , 15:18:30,892,280.8
104,10/03/2017 , 15:18:40,893,281.3
105,10/03/2017 , 15:18:50,893,281.3
106,10/03/2017 , 15:19:00,908,288.9
107,10/03/2017 , 15:19:10,908,288.9
108,10/03/2017 , 15:19:20,908,288.9
109,10/03/2017 , 15:19:30,924,297
110,10/03/2017 , 15:19:40,924,297
111,10/03/2017 , 15:19:50,924,297
112,10/03/2017 , 15:20:00,939,304.5
113,10/03/2017 , 15:20:10,939,304.5
114,10/03/2017 , 15:20:20,939,304.5
115,10/03/2017 , 15:20:30,953,311.6
116,10/03/2017 , 15:20:40,953,311.6
117,10/03/2017 , 15:20:50,954,312.1
118,10/03/2017 , 15:21:00,953,311.6
