Site Name ,FORESTMIDDLE
Site Number ,2
Logger ,Capacitive Water Level
Logger Serial Number ,6572


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,15/02/2017 , 12:49:36,438,50
2,15/02/2017 , 12:49:46,430,46
3,15/02/2017 , 12:49:56,434,48
4,15/02/2017 , 12:50:06,440,51
5,15/02/2017 , 12:50:16,440,51
6,15/02/2017 , 12:50:26,447,54.5
7,15/02/2017 , 12:50:36,440,51
8,15/02/2017 , 12:50:46,440,51
9,15/02/2017 , 12:50:56,441,51.5
10,15/02/2017 , 12:51:06,440,51
11,15/02/2017 , 12:51:16,440,51
12,15/02/2017 , 12:51:26,440,51
13,15/02/2017 , 12:51:36,441,51.5
14,15/02/2017 , 12:51:46,440,51
15,15/02/2017 , 12:51:56,440,51
16,15/02/2017 , 12:52:06,441,51.5
17,15/02/2017 , 12:52:16,440,51
18,15/02/2017 , 12:52:26,440,51
19,15/02/2017 , 12:52:36,447,54.5
20,15/02/2017 , 12:52:46,446,54
21,15/02/2017 , 12:52:56,446,54
22,15/02/2017 , 12:53:06,454,58.1
23,15/02/2017 , 12:53:16,452,57.1
24,15/02/2017 , 12:53:26,451,56.6
25,15/02/2017 , 12:53:36,458,60.1
26,15/02/2017 , 12:53:46,458,60.1
27,15/02/2017 , 12:53:56,458,60.1
28,15/02/2017 , 12:54:06,473,67.7
29,15/02/2017 , 12:54:16,474,68.2
30,15/02/2017 , 12:54:26,473,67.7
31,15/02/2017 , 12:54:36,491,76.8
32,15/02/2017 , 12:54:46,492,77.3
33,15/02/2017 , 12:54:56,492,77.3
34,15/02/2017 , 12:55:06,511,86.9
35,15/02/2017 , 12:55:16,510,86.4
36,15/02/2017 , 12:55:26,511,86.9
37,15/02/2017 , 12:55:36,528,95.5
38,15/02/2017 , 12:55:46,529,96
39,15/02/2017 , 12:55:56,529,96
40,15/02/2017 , 12:56:06,547,105.1
41,15/02/2017 , 12:56:16,547,105.1
42,15/02/2017 , 12:56:26,547,105.1
43,15/02/2017 , 12:56:36,565,114.1
44,15/02/2017 , 12:56:46,565,114.1
45,15/02/2017 , 12:56:56,565,114.1
46,15/02/2017 , 12:57:06,583,123.2
47,15/02/2017 , 12:57:16,583,123.2
48,15/02/2017 , 12:57:26,583,123.2
49,15/02/2017 , 12:57:36,600,131.8
50,15/02/2017 , 12:57:46,600,131.8
51,15/02/2017 , 12:57:56,600,131.8
52,15/02/2017 , 12:58:06,617,140.4
53,15/02/2017 , 12:58:16,617,140.4
54,15/02/2017 , 12:58:26,617,140.4
55,15/02/2017 , 12:58:36,635,149.5
56,15/02/2017 , 12:58:46,635,149.5
57,15/02/2017 , 12:58:56,635,149.5
58,15/02/2017 , 12:59:06,651,157.6
59,15/02/2017 , 12:59:16,652,158.1
60,15/02/2017 , 12:59:26,652,158.1
61,15/02/2017 , 12:59:36,669,166.7
62,15/02/2017 , 12:59:46,669,166.7
63,15/02/2017 , 12:59:56,669,166.7
64,15/02/2017 , 13:00:06,686,175.3
65,15/02/2017 , 13:00:16,686,175.3
66,15/02/2017 , 13:00:26,686,175.3
67,15/02/2017 , 13:00:36,703,183.8
68,15/02/2017 , 13:00:46,703,183.8
69,15/02/2017 , 13:00:56,703,183.8
70,15/02/2017 , 13:01:06,718,191.4
71,15/02/2017 , 13:01:16,718,191.4
72,15/02/2017 , 13:01:26,718,191.4
73,15/02/2017 , 13:01:36,735,200
74,15/02/2017 , 13:01:46,735,200
75,15/02/2017 , 13:01:56,735,200
76,15/02/2017 , 13:02:06,752,208.6
77,15/02/2017 , 13:02:16,752,208.6
78,15/02/2017 , 13:02:26,752,208.6
79,15/02/2017 , 13:02:36,769,217.2
80,15/02/2017 , 13:02:46,769,217.2
81,15/02/2017 , 13:02:56,769,217.2
82,15/02/2017 , 13:03:06,786,225.8
83,15/02/2017 , 13:03:16,786,225.8
84,15/02/2017 , 13:03:26,786,225.8
85,15/02/2017 , 13:03:36,802,233.8
86,15/02/2017 , 13:03:46,802,233.8
87,15/02/2017 , 13:03:56,802,233.8
88,15/02/2017 , 13:04:06,818,241.9
89,15/02/2017 , 13:04:16,818,241.9
90,15/02/2017 , 13:04:26,818,241.9
91,15/02/2017 , 13:04:36,834,250
92,15/02/2017 , 13:04:46,834,250
93,15/02/2017 , 13:04:56,834,250
94,15/02/2017 , 13:05:06,850,258.1
95,15/02/2017 , 13:05:16,850,258.1
96,15/02/2017 , 13:05:26,850,258.1
97,15/02/2017 , 13:05:36,866,266.2
98,15/02/2017 , 13:05:46,866,266.2
99,15/02/2017 , 13:05:56,866,266.2
100,15/02/2017 , 13:06:06,881,273.7
101,15/02/2017 , 13:06:16,882,274.2
102,15/02/2017 , 13:06:26,882,274.2
103,15/02/2017 , 13:06:36,897,281.8
104,15/02/2017 , 13:06:46,897,281.8
105,15/02/2017 , 13:06:56,897,281.8
106,15/02/2017 , 13:07:06,913,289.9
107,15/02/2017 , 13:07:16,913,289.9
108,15/02/2017 , 13:07:26,913,289.9
109,15/02/2017 , 13:07:36,928,297.5
110,15/02/2017 , 13:07:46,928,297.5
111,15/02/2017 , 13:07:56,928,297.5
112,15/02/2017 , 13:08:06,944,305.6
113,15/02/2017 , 13:08:16,944,305.6
114,15/02/2017 , 13:08:26,944,305.6
115,15/02/2017 , 13:08:36,959,313.1
116,15/02/2017 , 13:08:46,959,313.1
117,15/02/2017 , 13:08:56,959,313.1
118,15/02/2017 , 13:09:06,959,313.1
119,15/02/2017 , 13:09:16,959,313.1
