Site Name ,FORESTMIDDLE
Site Number ,2
Logger ,Capacitive Water Level
Logger Serial Number ,6572


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,15/02/2017 , 14:24:04,440,51
2,15/02/2017 , 14:24:14,437,49.5
3,15/02/2017 , 14:24:24,437,49.5
4,15/02/2017 , 14:24:34,437,49.5
5,15/02/2017 , 14:24:44,437,49.5
6,15/02/2017 , 14:24:54,437,49.5
7,15/02/2017 , 14:25:04,441,51.5
8,15/02/2017 , 14:25:14,440,51
9,15/02/2017 , 14:25:24,440,51
10,15/02/2017 , 14:25:34,440,51
11,15/02/2017 , 14:25:44,440,51
12,15/02/2017 , 14:25:54,440,51
13,15/02/2017 , 14:26:04,440,51
14,15/02/2017 , 14:26:14,440,51
15,15/02/2017 , 14:26:24,440,51
16,15/02/2017 , 14:26:34,440,51
17,15/02/2017 , 14:26:44,440,51
18,15/02/2017 , 14:26:54,440,51
19,15/02/2017 , 14:27:04,440,51
20,15/02/2017 , 14:27:14,440,51
21,15/02/2017 , 14:27:24,440,51
22,15/02/2017 , 14:27:34,445,53.5
23,15/02/2017 , 14:27:44,444,53
24,15/02/2017 , 14:27:54,444,53
25,15/02/2017 , 14:28:04,450,56.1
26,15/02/2017 , 14:28:14,449,55.6
27,15/02/2017 , 14:28:24,449,55.6
28,15/02/2017 , 14:28:34,458,60.1
29,15/02/2017 , 14:28:44,458,60.1
30,15/02/2017 , 14:28:54,458,60.1
31,15/02/2017 , 14:29:04,473,67.7
32,15/02/2017 , 14:29:14,472,67.2
33,15/02/2017 , 14:29:24,472,67.2
34,15/02/2017 , 14:29:34,490,76.3
35,15/02/2017 , 14:29:44,490,76.3
36,15/02/2017 , 14:29:54,489,75.8
37,15/02/2017 , 14:30:04,508,85.4
38,15/02/2017 , 14:30:14,507,84.8
39,15/02/2017 , 14:30:24,507,84.8
40,15/02/2017 , 14:30:34,525,93.9
41,15/02/2017 , 14:30:44,525,93.9
42,15/02/2017 , 14:30:54,525,93.9
43,15/02/2017 , 14:31:04,543,103
44,15/02/2017 , 14:31:14,543,103
45,15/02/2017 , 14:31:24,543,103
46,15/02/2017 , 14:31:34,561,112.1
47,15/02/2017 , 14:31:44,561,112.1
48,15/02/2017 , 14:31:54,561,112.1
49,15/02/2017 , 14:32:04,578,120.7
50,15/02/2017 , 14:32:14,579,121.2
51,15/02/2017 , 14:32:24,578,120.7
52,15/02/2017 , 14:32:34,596,129.8
53,15/02/2017 , 14:32:44,596,129.8
54,15/02/2017 , 14:32:54,596,129.8
55,15/02/2017 , 14:33:04,614,138.9
56,15/02/2017 , 14:33:14,614,138.9
57,15/02/2017 , 14:33:24,614,138.9
58,15/02/2017 , 14:33:34,631,147.5
59,15/02/2017 , 14:33:44,631,147.5
60,15/02/2017 , 14:33:54,631,147.5
61,15/02/2017 , 14:34:04,648,156.1
62,15/02/2017 , 14:34:14,648,156.1
63,15/02/2017 , 14:34:24,648,156.1
64,15/02/2017 , 14:34:34,665,164.6
65,15/02/2017 , 14:34:44,665,164.6
66,15/02/2017 , 14:34:54,665,164.6
67,15/02/2017 , 14:35:04,682,173.2
68,15/02/2017 , 14:35:14,682,173.2
69,15/02/2017 , 14:35:24,682,173.2
70,15/02/2017 , 14:35:34,698,181.3
71,15/02/2017 , 14:35:44,699,181.8
72,15/02/2017 , 14:35:54,699,181.8
73,15/02/2017 , 14:36:04,716,190.4
74,15/02/2017 , 14:36:14,716,190.4
75,15/02/2017 , 14:36:24,716,190.4
76,15/02/2017 , 14:36:34,734,199.5
77,15/02/2017 , 14:36:44,732,198.5
78,15/02/2017 , 14:36:54,733,199
79,15/02/2017 , 14:37:04,750,207.6
80,15/02/2017 , 14:37:14,750,207.6
81,15/02/2017 , 14:37:24,750,207.6
82,15/02/2017 , 14:37:34,766,215.7
83,15/02/2017 , 14:37:44,766,215.7
84,15/02/2017 , 14:37:54,766,215.7
85,15/02/2017 , 14:38:04,783,224.2
86,15/02/2017 , 14:38:14,783,224.2
87,15/02/2017 , 14:38:24,783,224.2
88,15/02/2017 , 14:38:34,799,232.3
89,15/02/2017 , 14:38:44,800,232.8
90,15/02/2017 , 14:38:54,800,232.8
91,15/02/2017 , 14:39:04,815,240.4
92,15/02/2017 , 14:39:14,815,240.4
93,15/02/2017 , 14:39:24,815,240.4
94,15/02/2017 , 14:39:34,831,248.5
95,15/02/2017 , 14:39:44,831,248.5
96,15/02/2017 , 14:39:54,831,248.5
97,15/02/2017 , 14:40:04,847,256.6
98,15/02/2017 , 14:40:14,847,256.6
99,15/02/2017 , 14:40:24,847,256.6
100,15/02/2017 , 14:40:34,863,264.6
101,15/02/2017 , 14:40:44,863,264.6
102,15/02/2017 , 14:40:54,863,264.6
103,15/02/2017 , 14:41:04,878,272.2
104,15/02/2017 , 14:41:14,878,272.2
