Site Name ,FORESTMIDDLE
Site Number ,2
Logger ,Capacitive Water Level
Logger Serial Number ,6572


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,15/02/2017 , 13:21:12,440,51
2,15/02/2017 , 13:21:22,438,50
3,15/02/2017 , 13:21:32,438,50
4,15/02/2017 , 13:21:42,438,50
5,15/02/2017 , 13:21:52,438,50
6,15/02/2017 , 13:22:02,440,51
7,15/02/2017 , 13:22:12,440,51
8,15/02/2017 , 13:22:22,440,51
9,15/02/2017 , 13:22:32,440,51
10,15/02/2017 , 13:22:42,439,50.5
11,15/02/2017 , 13:22:52,439,50.5
12,15/02/2017 , 13:23:02,439,50.5
13,15/02/2017 , 13:23:12,439,50.5
14,15/02/2017 , 13:23:22,439,50.5
15,15/02/2017 , 13:23:32,440,51
16,15/02/2017 , 13:23:42,440,51
17,15/02/2017 , 13:23:52,440,51
18,15/02/2017 , 13:24:02,440,51
19,15/02/2017 , 13:24:12,440,51
20,15/02/2017 , 13:24:22,440,51
21,15/02/2017 , 13:24:32,445,53.5
22,15/02/2017 , 13:24:42,444,53
23,15/02/2017 , 13:24:52,444,53
24,15/02/2017 , 13:25:02,454,58.1
25,15/02/2017 , 13:25:12,452,57.1
26,15/02/2017 , 13:25:22,451,56.6
27,15/02/2017 , 13:25:32,460,61.1
28,15/02/2017 , 13:25:42,460,61.1
29,15/02/2017 , 13:25:52,460,61.1
30,15/02/2017 , 13:26:02,476,69.2
31,15/02/2017 , 13:26:12,475,68.7
32,15/02/2017 , 13:26:22,475,68.7
33,15/02/2017 , 13:26:32,493,77.8
34,15/02/2017 , 13:26:42,493,77.8
35,15/02/2017 , 13:26:52,493,77.8
36,15/02/2017 , 13:27:02,511,86.9
37,15/02/2017 , 13:27:12,511,86.9
38,15/02/2017 , 13:27:22,511,86.9
39,15/02/2017 , 13:27:32,530,96.5
40,15/02/2017 , 13:27:42,529,96
41,15/02/2017 , 13:27:52,529,96
42,15/02/2017 , 13:28:02,547,105.1
43,15/02/2017 , 13:28:12,547,105.1
44,15/02/2017 , 13:28:22,547,105.1
45,15/02/2017 , 13:28:32,566,114.6
46,15/02/2017 , 13:28:42,565,114.1
47,15/02/2017 , 13:28:52,565,114.1
48,15/02/2017 , 13:29:02,583,123.2
49,15/02/2017 , 13:29:12,582,122.7
50,15/02/2017 , 13:29:22,582,122.7
51,15/02/2017 , 13:29:32,600,131.8
52,15/02/2017 , 13:29:42,599,131.3
53,15/02/2017 , 13:29:52,599,131.3
54,15/02/2017 , 13:30:02,618,140.9
55,15/02/2017 , 13:30:12,617,140.4
56,15/02/2017 , 13:30:22,617,140.4
57,15/02/2017 , 13:30:32,634,149
58,15/02/2017 , 13:30:42,634,149
59,15/02/2017 , 13:30:52,634,149
60,15/02/2017 , 13:31:02,651,157.6
61,15/02/2017 , 13:31:12,651,157.6
62,15/02/2017 , 13:31:22,651,157.6
63,15/02/2017 , 13:31:32,668,166.2
64,15/02/2017 , 13:31:42,668,166.2
65,15/02/2017 , 13:31:52,668,166.2
66,15/02/2017 , 13:32:02,685,174.7
67,15/02/2017 , 13:32:12,685,174.7
68,15/02/2017 , 13:32:22,685,174.7
69,15/02/2017 , 13:32:32,702,183.3
70,15/02/2017 , 13:32:42,702,183.3
71,15/02/2017 , 13:32:52,702,183.3
72,15/02/2017 , 13:33:02,718,191.4
73,15/02/2017 , 13:33:12,718,191.4
74,15/02/2017 , 13:33:22,718,191.4
75,15/02/2017 , 13:33:32,735,200
76,15/02/2017 , 13:33:42,735,200
77,15/02/2017 , 13:33:52,735,200
78,15/02/2017 , 13:34:02,752,208.6
79,15/02/2017 , 13:34:12,752,208.6
80,15/02/2017 , 13:34:22,752,208.6
81,15/02/2017 , 13:34:32,769,217.2
82,15/02/2017 , 13:34:42,768,216.7
83,15/02/2017 , 13:34:52,768,216.7
84,15/02/2017 , 13:35:02,785,225.3
85,15/02/2017 , 13:35:12,785,225.3
86,15/02/2017 , 13:35:22,785,225.3
87,15/02/2017 , 13:35:32,802,233.8
88,15/02/2017 , 13:35:42,802,233.8
89,15/02/2017 , 13:35:52,802,233.8
90,15/02/2017 , 13:36:02,818,241.9
91,15/02/2017 , 13:36:12,818,241.9
92,15/02/2017 , 13:36:22,818,241.9
93,15/02/2017 , 13:36:32,833,249.5
94,15/02/2017 , 13:36:42,833,249.5
95,15/02/2017 , 13:36:52,833,249.5
96,15/02/2017 , 13:37:02,849,257.6
97,15/02/2017 , 13:37:12,849,257.6
98,15/02/2017 , 13:37:22,849,257.6
99,15/02/2017 , 13:37:32,865,265.7
100,15/02/2017 , 13:37:42,866,266.2
101,15/02/2017 , 13:37:52,866,266.2
102,15/02/2017 , 13:38:02,881,273.7
103,15/02/2017 , 13:38:12,881,273.7
104,15/02/2017 , 13:38:22,881,273.7
