TOA5,Formula: _ = 4.94_10_4 _mV _0.554,,,,,,,,,,,
TIMESTAMP,T1,T2,T3,T4,M1,M2,M3,M4,B1,B2,B3,B4
TS,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
23/05/16 10:15,35.89%,46.02%,44.09%,#VALUE!,28.78%,#VALUE!,47.70%,47.99%,37.52%,59.75%,#VALUE!,#VALUE!
23/05/16 10:30,35.84%,45.97%,44.04%,#VALUE!,28.78%,#VALUE!,47.70%,47.99%,37.52%,59.80%,#VALUE!,#VALUE!
23/05/16 10:45,35.74%,45.97%,44.04%,#VALUE!,28.88%,#VALUE!,47.70%,47.99%,37.52%,59.80%,#VALUE!,#VALUE!
23/05/16 11:00,35.69%,45.97%,44.04%,#VALUE!,28.83%,#VALUE!,47.70%,47.99%,37.52%,59.80%,#VALUE!,#VALUE!
23/05/16 11:15,35.59%,45.97%,44.04%,#VALUE!,28.88%,#VALUE!,47.65%,47.99%,37.47%,59.80%,#VALUE!,#VALUE!
23/05/16 11:30,35.50%,45.92%,44.04%,#VALUE!,28.78%,#VALUE!,47.65%,47.99%,37.42%,59.80%,#VALUE!,#VALUE!
23/05/16 11:45,35.45%,45.92%,43.99%,#VALUE!,28.78%,#VALUE!,47.70%,47.99%,37.42%,59.80%,#VALUE!,#VALUE!
23/05/16 12:00,35.35%,45.92%,44.04%,#VALUE!,28.78%,#VALUE!,47.65%,47.99%,37.42%,59.80%,#VALUE!,#VALUE!
23/05/16 12:15,35.25%,45.92%,43.99%,#VALUE!,28.78%,#VALUE!,47.65%,47.99%,37.37%,59.80%,#VALUE!,#VALUE!
23/05/16 12:30,35.15%,45.87%,43.99%,#VALUE!,28.73%,#VALUE!,47.65%,47.99%,37.32%,59.80%,#VALUE!,#VALUE!
23/05/16 12:45,35.05%,45.92%,43.94%,#VALUE!,28.73%,#VALUE!,47.65%,47.99%,37.32%,59.80%,#VALUE!,#VALUE!
23/05/16 13:00,34.95%,45.87%,43.94%,#VALUE!,28.68%,#VALUE!,47.65%,47.99%,37.32%,59.85%,#VALUE!,#VALUE!
23/05/16 13:15,34.80%,45.87%,43.94%,#VALUE!,28.68%,#VALUE!,47.65%,47.99%,37.27%,59.85%,#VALUE!,#VALUE!
23/05/16 13:30,34.71%,45.87%,43.94%,#VALUE!,28.63%,#VALUE!,47.60%,47.99%,37.23%,59.85%,#VALUE!,#VALUE!
23/05/16 13:45,34.61%,45.87%,43.94%,#VALUE!,28.63%,#VALUE!,47.60%,47.99%,37.23%,59.85%,#VALUE!,#VALUE!
23/05/16 14:00,34.46%,45.82%,43.94%,#VALUE!,28.58%,#VALUE!,47.60%,47.99%,37.23%,59.85%,#VALUE!,#VALUE!
23/05/16 14:15,34.36%,45.77%,43.94%,#VALUE!,28.58%,#VALUE!,47.60%,47.99%,37.18%,59.85%,#VALUE!,#VALUE!
23/05/16 14:30,34.26%,45.82%,43.89%,#VALUE!,28.58%,#VALUE!,47.60%,47.99%,37.18%,59.80%,#VALUE!,#VALUE!
23/05/16 14:45,34.16%,45.77%,43.89%,#VALUE!,28.53%,#VALUE!,47.60%,47.99%,37.18%,59.85%,#VALUE!,#VALUE!
23/05/16 15:00,34.01%,45.77%,43.89%,#VALUE!,28.53%,#VALUE!,47.60%,47.99%,37.13%,59.85%,#VALUE!,#VALUE!
23/05/16 15:15,33.87%,45.77%,43.89%,#VALUE!,28.48%,#VALUE!,47.60%,47.99%,37.13%,59.85%,#VALUE!,#VALUE!
23/05/16 15:30,33.72%,45.67%,43.84%,#VALUE!,28.93%,#VALUE!,47.65%,47.94%,37.13%,59.65%,#VALUE!,#VALUE!
23/05/16 15:45,33.77%,45.57%,43.80%,#VALUE!,29.91%,#VALUE!,47.85%,47.90%,37.62%,58.81%,#VALUE!,#VALUE!
23/05/16 16:00,33.96%,45.57%,43.80%,#VALUE!,29.91%,#VALUE!,47.85%,47.85%,37.52%,58.96%,#VALUE!,#VALUE!
23/05/16 16:15,34.11%,45.52%,43.70%,#VALUE!,29.86%,#VALUE!,47.85%,47.85%,37.57%,58.96%,#VALUE!,#VALUE!
23/05/16 16:30,34.21%,45.52%,43.60%,#VALUE!,29.77%,#VALUE!,47.85%,47.85%,37.57%,59.01%,#VALUE!,#VALUE!
23/05/16 16:45,34.36%,45.52%,43.55%,#VALUE!,29.77%,#VALUE!,47.85%,47.85%,37.67%,59.01%,#VALUE!,#VALUE!
23/05/16 17:00,34.51%,45.57%,43.55%,#VALUE!,29.72%,#VALUE!,47.85%,47.85%,37.77%,59.01%,#VALUE!,#VALUE!
23/05/16 17:15,34.56%,45.52%,43.60%,#VALUE!,29.72%,#VALUE!,47.85%,47.80%,37.82%,59.06%,#VALUE!,#VALUE!
23/05/16 17:30,34.66%,45.47%,43.60%,#VALUE!,29.67%,#VALUE!,47.85%,47.80%,37.92%,59.06%,#VALUE!,#VALUE!
23/05/16 17:45,34.71%,45.52%,43.60%,#VALUE!,29.67%,#VALUE!,47.80%,47.80%,38.02%,59.06%,#VALUE!,#VALUE!
23/05/16 18:00,34.76%,45.52%,43.60%,#VALUE!,29.62%,#VALUE!,47.85%,47.80%,38.11%,59.11%,#VALUE!,#VALUE!
23/05/16 18:15,34.80%,45.52%,43.55%,#VALUE!,29.62%,#VALUE!,47.85%,47.80%,38.21%,59.06%,#VALUE!,#VALUE!
23/05/16 18:30,34.85%,45.52%,43.60%,#VALUE!,29.57%,#VALUE!,47.85%,47.80%,38.26%,59.06%,#VALUE!,#VALUE!
23/05/16 18:45,34.90%,45.52%,43.60%,#VALUE!,29.62%,#VALUE!,47.85%,47.80%,38.31%,59.06%,#VALUE!,#VALUE!
23/05/16 19:00,34.95%,45.47%,43.55%,#VALUE!,29.62%,#VALUE!,47.85%,47.90%,38.56%,58.76%,#VALUE!,#VALUE!
23/05/16 19:15,35.05%,45.47%,43.55%,#VALUE!,29.82%,#VALUE!,47.85%,47.85%,38.61%,58.76%,#VALUE!,#VALUE!
23/05/16 19:30,35.20%,45.47%,43.55%,#VALUE!,29.82%,#VALUE!,47.90%,47.85%,38.71%,58.81%,#VALUE!,#VALUE!
23/05/16 19:45,35.40%,45.47%,43.55%,#VALUE!,29.86%,#VALUE!,47.90%,47.80%,38.81%,58.86%,#VALUE!,#VALUE!
23/05/16 20:00,38.16%,46.22%,43.55%,#VALUE!,31.74%,#VALUE!,47.70%,47.94%,39.30%,58.52%,#VALUE!,#VALUE!
23/05/16 20:15,44.78%,48.09%,43.60%,#VALUE!,39.30%,#VALUE!,47.75%,47.99%,43.00%,58.47%,#VALUE!,#VALUE!
23/05/16 20:30,44.39%,47.99%,43.70%,#VALUE!,39.50%,#VALUE!,47.85%,47.90%,42.86%,58.66%,#VALUE!,#VALUE!
23/05/16 20:45,44.09%,47.90%,45.08%,#VALUE!,39.15%,#VALUE!,47.90%,47.90%,42.61%,58.96%,#VALUE!,#VALUE!
23/05/16 21:00,43.84%,47.80%,46.17%,#VALUE!,38.81%,#VALUE!,47.94%,47.85%,42.36%,59.50%,#VALUE!,#VALUE!
23/05/16 21:15,43.65%,47.80%,46.56%,#VALUE!,38.51%,#VALUE!,48.04%,47.85%,42.21%,59.65%,#VALUE!,#VALUE!
23/05/16 21:30,43.50%,47.70%,46.61%,#VALUE!,38.26%,#VALUE!,48.19%,47.85%,42.07%,59.75%,#VALUE!,#VALUE!
23/05/16 21:45,43.40%,47.70%,46.61%,#VALUE!,38.06%,#VALUE!,48.29%,47.85%,41.97%,59.75%,#VALUE!,#VALUE!
23/05/16 22:00,43.25%,47.70%,46.56%,#VALUE!,37.87%,#VALUE!,48.39%,47.85%,41.82%,59.75%,#VALUE!,#VALUE!
23/05/16 22:15,43.20%,47.60%,46.51%,#VALUE!,37.72%,#VALUE!,48.49%,47.85%,41.72%,59.80%,#VALUE!,#VALUE!
23/05/16 22:30,43.05%,47.65%,46.51%,#VALUE!,37.52%,#VALUE!,48.64%,47.90%,41.62%,59.85%,#VALUE!,#VALUE!
23/05/16 22:45,43.05%,47.70%,46.46%,#VALUE!,37.18%,#VALUE!,48.54%,47.99%,41.82%,59.65%,#VALUE!,#VALUE!
23/05/16 23:00,43.10%,47.65%,46.41%,#VALUE!,37.77%,#VALUE!,48.64%,47.94%,42.02%,59.65%,#VALUE!,#VALUE!
23/05/16 23:15,43.15%,47.60%,46.36%,#VALUE!,38.02%,#VALUE!,48.64%,47.94%,41.97%,59.70%,#VALUE!,#VALUE!
23/05/16 23:30,43.25%,47.65%,46.31%,#VALUE!,37.97%,#VALUE!,48.74%,47.90%,41.92%,59.65%,#VALUE!,#VALUE!
23/05/16 23:45,43.25%,47.65%,46.31%,#VALUE!,37.87%,#VALUE!,48.69%,47.94%,41.87%,59.70%,#VALUE!,#VALUE!
24/05/16 0:00,43.20%,47.60%,46.27%,#VALUE!,37.82%,#VALUE!,48.69%,47.90%,41.82%,59.70%,#VALUE!,#VALUE!
24/05/16 0:15,43.15%,47.60%,46.22%,#VALUE!,37.77%,#VALUE!,48.74%,47.90%,41.72%,59.75%,#VALUE!,#VALUE!
24/05/16 0:30,43.20%,47.60%,46.22%,#VALUE!,37.42%,#VALUE!,48.69%,47.94%,41.72%,59.65%,#VALUE!,#VALUE!
24/05/16 0:45,43.30%,47.65%,46.12%,#VALUE!,37.57%,#VALUE!,48.69%,47.99%,41.92%,59.60%,#VALUE!,#VALUE!
24/05/16 1:00,43.45%,47.65%,46.12%,#VALUE!,37.87%,#VALUE!,48.69%,47.94%,42.07%,59.65%,#VALUE!,#VALUE!
24/05/16 1:15,43.50%,47.65%,46.12%,#VALUE!,37.87%,#VALUE!,48.74%,47.94%,42.02%,59.65%,#VALUE!,#VALUE!
24/05/16 1:30,43.50%,47.70%,46.12%,#VALUE!,37.57%,#VALUE!,48.64%,47.99%,42.02%,59.55%,#VALUE!,#VALUE!
24/05/16 1:45,43.55%,47.75%,46.07%,#VALUE!,37.62%,#VALUE!,48.59%,47.99%,42.12%,59.50%,#VALUE!,#VALUE!
24/05/16 2:00,43.75%,47.80%,46.12%,#VALUE!,38.06%,#VALUE!,48.69%,47.99%,42.26%,59.46%,#VALUE!,#VALUE!
24/05/16 2:15,43.80%,47.80%,46.12%,#VALUE!,38.21%,#VALUE!,48.69%,47.94%,42.21%,59.50%,#VALUE!,#VALUE!
24/05/16 2:30,43.75%,47.80%,46.17%,#VALUE!,38.11%,#VALUE!,48.74%,47.94%,42.17%,59.55%,#VALUE!,#VALUE!
24/05/16 2:45,43.65%,47.85%,46.22%,#VALUE!,38.02%,#VALUE!,48.78%,47.90%,42.07%,59.65%,#VALUE!,#VALUE!
24/05/16 3:00,43.60%,47.80%,46.31%,#VALUE!,37.87%,#VALUE!,48.78%,47.90%,41.97%,59.65%,#VALUE!,#VALUE!
24/05/16 3:15,43.50%,47.80%,46.36%,#VALUE!,37.72%,#VALUE!,48.78%,47.90%,41.87%,59.70%,#VALUE!,#VALUE!
24/05/16 3:30,43.40%,47.80%,46.46%,#VALUE!,37.52%,#VALUE!,48.83%,47.90%,41.82%,59.70%,#VALUE!,#VALUE!
24/05/16 3:45,43.40%,47.75%,46.51%,#VALUE!,37.42%,#VALUE!,48.83%,47.90%,41.72%,59.75%,#VALUE!,#VALUE!
24/05/16 4:00,43.30%,47.75%,46.56%,#VALUE!,37.32%,#VALUE!,48.83%,47.90%,41.62%,59.75%,#VALUE!,#VALUE!
24/05/16 4:15,43.25%,47.75%,46.51%,#VALUE!,37.23%,#VALUE!,48.83%,47.85%,41.52%,59.70%,#VALUE!,#VALUE!
24/05/16 4:30,43.20%,47.75%,46.51%,#VALUE!,37.08%,#VALUE!,48.83%,47.90%,41.42%,59.75%,#VALUE!,#VALUE!
24/05/16 4:45,43.10%,47.70%,46.51%,#VALUE!,37.03%,#VALUE!,48.83%,47.85%,41.37%,59.75%,#VALUE!,#VALUE!
24/05/16 5:00,43.05%,47.70%,46.51%,#VALUE!,36.93%,#VALUE!,48.83%,47.85%,41.33%,59.75%,#VALUE!,#VALUE!
24/05/16 5:15,43.00%,47.70%,46.46%,#VALUE!,36.83%,#VALUE!,48.78%,47.90%,41.23%,59.70%,#VALUE!,#VALUE!
24/05/16 5:30,42.91%,47.70%,46.46%,#VALUE!,36.73%,#VALUE!,48.78%,47.85%,41.13%,59.70%,#VALUE!,#VALUE!
24/05/16 5:45,42.91%,47.70%,46.41%,#VALUE!,36.68%,#VALUE!,48.78%,47.85%,41.08%,59.75%,#VALUE!,#VALUE!
24/05/16 6:00,42.86%,47.65%,46.36%,#VALUE!,36.63%,#VALUE!,48.78%,47.85%,41.03%,59.75%,#VALUE!,#VALUE!
24/05/16 6:15,42.76%,47.65%,46.36%,#VALUE!,36.58%,#VALUE!,48.78%,47.85%,40.98%,59.70%,#VALUE!,#VALUE!
24/05/16 6:30,42.76%,47.65%,46.31%,#VALUE!,36.53%,#VALUE!,48.74%,47.85%,40.93%,59.65%,#VALUE!,#VALUE!
24/05/16 6:45,42.61%,47.65%,46.31%,#VALUE!,36.48%,#VALUE!,48.74%,47.80%,40.88%,59.65%,#VALUE!,#VALUE!
24/05/16 7:00,42.61%,47.60%,46.27%,#VALUE!,36.39%,#VALUE!,48.78%,47.85%,40.78%,59.60%,#VALUE!,#VALUE!
24/05/16 7:15,42.56%,47.60%,46.27%,#VALUE!,36.39%,#VALUE!,48.74%,47.85%,40.68%,59.65%,#VALUE!,#VALUE!
24/05/16 7:30,42.51%,47.60%,46.22%,#VALUE!,36.34%,#VALUE!,48.74%,47.80%,40.68%,59.60%,#VALUE!,#VALUE!
24/05/16 7:45,42.46%,47.60%,46.17%,#VALUE!,36.29%,#VALUE!,48.74%,47.80%,40.58%,59.55%,#VALUE!,#VALUE!
24/05/16 8:00,42.41%,47.60%,46.17%,#VALUE!,36.19%,#VALUE!,48.74%,47.85%,40.53%,59.55%,#VALUE!,#VALUE!
24/05/16 8:15,42.41%,47.60%,46.12%,#VALUE!,36.19%,#VALUE!,48.74%,47.80%,40.49%,59.50%,#VALUE!,#VALUE!
24/05/16 8:30,42.36%,47.60%,46.07%,#VALUE!,36.09%,#VALUE!,48.74%,47.85%,40.49%,59.55%,#VALUE!,#VALUE!
24/05/16 8:45,42.36%,47.60%,46.07%,#VALUE!,36.09%,#VALUE!,48.74%,47.85%,40.44%,59.50%,#VALUE!,#VALUE!
24/05/16 9:00,42.31%,47.55%,46.02%,#VALUE!,36.04%,#VALUE!,48.74%,47.80%,40.39%,59.50%,#VALUE!,#VALUE!
24/05/16 9:15,42.26%,47.55%,46.02%,#VALUE!,35.99%,#VALUE!,48.69%,47.85%,40.39%,59.50%,#VALUE!,#VALUE!
24/05/16 9:30,42.21%,47.55%,46.02%,#VALUE!,35.99%,#VALUE!,48.69%,47.85%,40.34%,59.55%,#VALUE!,#VALUE!
24/05/16 9:45,42.21%,47.55%,45.92%,#VALUE!,35.94%,#VALUE!,48.69%,47.85%,40.29%,59.55%,#VALUE!,#VALUE!
24/05/16 10:00,42.17%,47.50%,45.92%,#VALUE!,35.84%,#VALUE!,48.74%,47.85%,40.29%,59.55%,#VALUE!,#VALUE!
24/05/16 10:15,42.17%,47.50%,45.87%,#VALUE!,35.79%,#VALUE!,48.69%,47.85%,40.24%,59.55%,#VALUE!,#VALUE!
24/05/16 10:30,42.12%,47.55%,45.87%,#VALUE!,35.69%,#VALUE!,48.69%,47.80%,40.24%,59.55%,#VALUE!,#VALUE!
24/05/16 10:45,42.07%,47.50%,45.82%,#VALUE!,35.64%,#VALUE!,48.69%,47.85%,40.19%,59.55%,#VALUE!,#VALUE!
24/05/16 11:00,42.07%,47.50%,45.82%,#VALUE!,35.55%,#VALUE!,48.69%,47.85%,40.14%,59.55%,#VALUE!,#VALUE!
24/05/16 11:15,41.97%,47.50%,45.82%,#VALUE!,35.50%,#VALUE!,48.64%,47.85%,40.14%,59.55%,#VALUE!,#VALUE!
24/05/16 11:30,41.97%,47.50%,45.82%,#VALUE!,35.45%,#VALUE!,48.69%,47.85%,40.09%,59.55%,#VALUE!,#VALUE!
24/05/16 11:45,41.92%,47.50%,45.77%,#VALUE!,35.40%,#VALUE!,48.69%,47.80%,40.09%,59.55%,#VALUE!,#VALUE!
24/05/16 12:00,41.82%,47.45%,45.72%,#VALUE!,35.35%,#VALUE!,48.64%,47.80%,40.04%,59.55%,#VALUE!,#VALUE!
24/05/16 12:15,41.77%,47.45%,45.72%,#VALUE!,35.30%,#VALUE!,48.64%,47.85%,39.99%,59.60%,#VALUE!,#VALUE!
24/05/16 12:30,41.67%,47.40%,45.67%,#VALUE!,35.30%,#VALUE!,48.64%,47.85%,39.94%,59.65%,#VALUE!,#VALUE!
24/05/16 12:45,41.62%,47.40%,45.62%,#VALUE!,35.25%,#VALUE!,48.59%,47.80%,39.94%,59.60%,#VALUE!,#VALUE!
24/05/16 13:00,41.57%,47.40%,45.57%,#VALUE!,35.25%,#VALUE!,48.64%,47.85%,39.89%,59.60%,#VALUE!,#VALUE!
24/05/16 13:15,41.47%,47.35%,45.57%,#VALUE!,35.25%,#VALUE!,48.59%,47.85%,39.89%,59.60%,#VALUE!,#VALUE!
24/05/16 13:30,41.42%,47.35%,45.57%,#VALUE!,35.20%,#VALUE!,48.59%,47.85%,39.84%,59.60%,#VALUE!,#VALUE!
24/05/16 13:45,41.33%,47.35%,45.57%,#VALUE!,35.15%,#VALUE!,48.59%,47.85%,39.79%,59.65%,#VALUE!,#VALUE!
24/05/16 14:00,41.28%,47.30%,45.52%,#VALUE!,35.05%,#VALUE!,48.59%,47.85%,39.74%,59.65%,#VALUE!,#VALUE!
24/05/16 14:15,41.18%,47.35%,45.47%,#VALUE!,35.05%,#VALUE!,48.54%,47.85%,39.74%,59.65%,#VALUE!,#VALUE!
24/05/16 14:30,41.08%,47.30%,45.47%,#VALUE!,35.00%,#VALUE!,48.54%,47.85%,39.70%,59.65%,#VALUE!,#VALUE!
24/05/16 14:45,41.03%,47.30%,45.43%,#VALUE!,34.95%,#VALUE!,48.54%,47.85%,39.65%,59.65%,#VALUE!,#VALUE!
24/05/16 15:00,40.93%,47.30%,45.43%,#VALUE!,34.85%,#VALUE!,48.54%,47.85%,39.65%,59.65%,#VALUE!,#VALUE!
24/05/16 15:15,40.88%,47.30%,45.43%,#VALUE!,34.80%,#VALUE!,48.54%,47.85%,39.60%,59.65%,#VALUE!,#VALUE!
24/05/16 15:30,40.83%,47.25%,45.38%,#VALUE!,34.76%,#VALUE!,48.54%,47.85%,39.60%,59.65%,#VALUE!,#VALUE!
24/05/16 15:45,40.73%,47.25%,45.33%,#VALUE!,34.71%,#VALUE!,48.49%,47.90%,39.60%,59.65%,#VALUE!,#VALUE!
24/05/16 16:00,40.68%,47.25%,45.33%,#VALUE!,34.61%,#VALUE!,48.54%,47.90%,39.55%,59.65%,#VALUE!,#VALUE!
24/05/16 16:15,40.63%,47.20%,45.28%,#VALUE!,34.61%,#VALUE!,48.54%,47.90%,39.55%,59.60%,#VALUE!,#VALUE!
24/05/16 16:30,40.58%,47.20%,45.28%,#VALUE!,34.61%,#VALUE!,48.49%,47.90%,39.50%,59.70%,#VALUE!,#VALUE!
24/05/16 16:45,40.53%,47.20%,45.28%,#VALUE!,34.56%,#VALUE!,48.44%,47.90%,39.50%,59.65%,#VALUE!,#VALUE!
24/05/16 17:00,40.49%,47.20%,45.28%,#VALUE!,34.51%,#VALUE!,48.49%,47.90%,39.50%,59.65%,#VALUE!,#VALUE!
24/05/16 17:15,40.53%,47.20%,45.28%,#VALUE!,34.46%,#VALUE!,48.44%,47.90%,39.50%,59.65%,#VALUE!,#VALUE!
24/05/16 17:30,40.49%,47.15%,45.23%,#VALUE!,34.41%,#VALUE!,48.44%,47.90%,39.45%,59.65%,#VALUE!,#VALUE!
24/05/16 17:45,40.44%,47.20%,45.18%,#VALUE!,34.36%,#VALUE!,48.44%,47.90%,39.45%,59.65%,#VALUE!,#VALUE!
24/05/16 18:00,40.39%,47.20%,45.18%,#VALUE!,34.31%,#VALUE!,48.44%,47.90%,39.40%,59.65%,#VALUE!,#VALUE!
24/05/16 18:15,40.44%,47.20%,45.18%,#VALUE!,34.26%,#VALUE!,48.44%,47.90%,39.40%,59.65%,#VALUE!,#VALUE!
24/05/16 18:30,40.39%,47.15%,45.18%,#VALUE!,34.21%,#VALUE!,48.39%,47.90%,39.40%,59.60%,#VALUE!,#VALUE!
24/05/16 18:45,40.39%,47.15%,45.18%,#VALUE!,34.21%,#VALUE!,48.39%,47.94%,39.40%,59.60%,#VALUE!,#VALUE!
24/05/16 19:00,40.39%,47.15%,45.13%,#VALUE!,34.16%,#VALUE!,48.44%,47.90%,39.40%,59.60%,#VALUE!,#VALUE!
24/05/16 19:15,40.39%,47.11%,45.13%,#VALUE!,34.11%,#VALUE!,48.39%,47.94%,39.35%,59.60%,#VALUE!,#VALUE!
24/05/16 19:30,40.34%,47.15%,45.13%,#VALUE!,34.11%,#VALUE!,48.39%,47.94%,39.35%,59.60%,#VALUE!,#VALUE!
24/05/16 19:45,40.39%,47.11%,45.13%,#VALUE!,34.06%,#VALUE!,48.39%,47.94%,39.35%,59.55%,#VALUE!,#VALUE!
24/05/16 20:00,40.34%,47.11%,45.08%,#VALUE!,34.01%,#VALUE!,48.39%,47.94%,39.30%,59.60%,#VALUE!,#VALUE!
24/05/16 20:15,40.34%,47.11%,45.13%,#VALUE!,34.01%,#VALUE!,48.39%,47.94%,39.30%,59.55%,#VALUE!,#VALUE!
24/05/16 20:30,40.34%,47.15%,45.08%,#VALUE!,33.96%,#VALUE!,48.39%,47.99%,39.30%,59.55%,#VALUE!,#VALUE!
24/05/16 20:45,40.34%,47.11%,45.08%,#VALUE!,33.96%,#VALUE!,48.39%,47.94%,39.25%,59.55%,#VALUE!,#VALUE!
24/05/16 21:00,40.34%,47.11%,45.08%,#VALUE!,33.87%,#VALUE!,48.39%,47.99%,39.25%,59.55%,#VALUE!,#VALUE!
24/05/16 21:15,40.34%,47.11%,45.08%,#VALUE!,33.92%,#VALUE!,48.34%,47.99%,39.25%,59.55%,#VALUE!,#VALUE!
24/05/16 21:30,40.34%,47.11%,45.08%,#VALUE!,33.87%,#VALUE!,48.39%,47.99%,39.20%,59.60%,#VALUE!,#VALUE!
24/05/16 21:45,40.29%,47.11%,45.08%,#VALUE!,33.87%,#VALUE!,48.34%,47.99%,39.20%,59.60%,#VALUE!,#VALUE!
24/05/16 22:00,40.34%,47.11%,45.03%,#VALUE!,33.82%,#VALUE!,48.34%,47.99%,39.20%,59.60%,#VALUE!,#VALUE!
24/05/16 22:15,40.34%,47.11%,45.03%,#VALUE!,33.82%,#VALUE!,48.34%,47.99%,39.20%,59.60%,#VALUE!,#VALUE!
24/05/16 22:30,40.29%,47.06%,44.98%,#VALUE!,33.77%,#VALUE!,48.34%,47.99%,39.15%,59.55%,#VALUE!,#VALUE!
24/05/16 22:45,40.34%,47.11%,45.03%,#VALUE!,33.77%,#VALUE!,48.39%,47.99%,39.20%,59.55%,#VALUE!,#VALUE!
24/05/16 23:00,40.29%,47.06%,45.03%,#VALUE!,33.72%,#VALUE!,48.34%,47.99%,39.15%,59.55%,#VALUE!,#VALUE!
24/05/16 23:15,40.34%,47.06%,44.98%,#VALUE!,33.72%,#VALUE!,48.34%,47.99%,39.15%,59.55%,#VALUE!,#VALUE!
24/05/16 23:30,40.29%,47.06%,44.98%,#VALUE!,33.72%,#VALUE!,48.34%,47.99%,39.15%,59.55%,#VALUE!,#VALUE!
24/05/16 23:45,40.29%,47.06%,44.98%,#VALUE!,33.67%,#VALUE!,48.34%,47.99%,39.10%,59.55%,#VALUE!,#VALUE!
25/05/16 0:00,40.29%,47.11%,44.98%,#VALUE!,33.67%,#VALUE!,48.34%,47.99%,39.10%,59.60%,#VALUE!,#VALUE!
25/05/16 0:15,40.34%,47.06%,44.98%,#VALUE!,33.67%,#VALUE!,48.34%,47.99%,39.10%,59.55%,#VALUE!,#VALUE!
25/05/16 0:30,40.29%,47.06%,44.98%,#VALUE!,33.62%,#VALUE!,48.34%,47.99%,39.10%,59.50%,#VALUE!,#VALUE!
25/05/16 0:45,40.29%,47.06%,44.98%,#VALUE!,33.62%,#VALUE!,48.34%,47.99%,39.10%,59.50%,#VALUE!,#VALUE!
25/05/16 1:00,40.29%,47.06%,44.93%,#VALUE!,33.62%,#VALUE!,48.34%,48.04%,39.10%,59.50%,#VALUE!,#VALUE!
25/05/16 1:15,40.29%,47.01%,44.93%,#VALUE!,33.62%,#VALUE!,48.34%,47.99%,39.10%,59.55%,#VALUE!,#VALUE!
25/05/16 1:30,40.24%,47.06%,44.93%,#VALUE!,33.57%,#VALUE!,48.34%,47.99%,39.05%,59.50%,#VALUE!,#VALUE!
25/05/16 1:45,40.29%,47.06%,44.93%,#VALUE!,33.62%,#VALUE!,48.34%,47.99%,39.05%,59.50%,#VALUE!,#VALUE!
25/05/16 2:00,40.29%,47.06%,44.93%,#VALUE!,33.62%,#VALUE!,48.34%,48.04%,39.05%,59.50%,#VALUE!,#VALUE!
25/05/16 2:15,40.24%,47.01%,44.93%,#VALUE!,33.67%,#VALUE!,48.34%,48.04%,39.05%,59.50%,#VALUE!,#VALUE!
25/05/16 2:30,40.29%,47.01%,44.88%,#VALUE!,33.67%,#VALUE!,48.34%,48.04%,39.05%,59.50%,#VALUE!,#VALUE!
25/05/16 2:45,40.24%,47.01%,44.93%,#VALUE!,33.72%,#VALUE!,48.34%,48.04%,39.05%,59.50%,#VALUE!,#VALUE!
25/05/16 3:00,40.24%,47.06%,44.88%,#VALUE!,33.67%,#VALUE!,48.34%,48.04%,39.00%,59.50%,#VALUE!,#VALUE!
25/05/16 3:15,40.24%,47.01%,44.93%,#VALUE!,33.67%,#VALUE!,48.34%,48.04%,39.00%,59.50%,#VALUE!,#VALUE!
25/05/16 3:30,40.24%,47.01%,44.88%,#VALUE!,33.67%,#VALUE!,48.29%,48.04%,39.00%,59.55%,#VALUE!,#VALUE!
25/05/16 3:45,40.29%,47.01%,44.88%,#VALUE!,33.67%,#VALUE!,48.34%,48.04%,39.00%,59.50%,#VALUE!,#VALUE!
25/05/16 4:00,40.24%,47.01%,44.83%,#VALUE!,33.62%,#VALUE!,48.34%,48.04%,39.00%,59.50%,#VALUE!,#VALUE!
25/05/16 4:15,40.24%,47.01%,44.83%,#VALUE!,33.62%,#VALUE!,48.29%,48.04%,39.00%,59.50%,#VALUE!,#VALUE!
25/05/16 4:30,40.24%,46.96%,44.88%,#VALUE!,33.62%,#VALUE!,48.29%,48.04%,38.95%,59.50%,#VALUE!,#VALUE!
25/05/16 4:45,40.24%,47.01%,44.88%,#VALUE!,33.57%,#VALUE!,48.29%,48.04%,38.95%,59.50%,#VALUE!,#VALUE!
25/05/16 5:00,40.24%,46.96%,44.88%,#VALUE!,33.62%,#VALUE!,48.29%,48.04%,38.95%,59.46%,#VALUE!,#VALUE!
25/05/16 5:15,40.29%,47.01%,44.83%,#VALUE!,33.57%,#VALUE!,48.29%,48.04%,38.95%,59.50%,#VALUE!,#VALUE!
25/05/16 5:30,40.29%,46.96%,44.83%,#VALUE!,33.62%,#VALUE!,48.29%,48.04%,38.95%,59.41%,#VALUE!,#VALUE!
25/05/16 5:45,40.24%,47.01%,44.83%,#VALUE!,33.62%,#VALUE!,48.29%,48.04%,38.90%,59.46%,#VALUE!,#VALUE!
25/05/16 6:00,40.24%,47.01%,44.83%,#VALUE!,33.57%,#VALUE!,48.29%,48.04%,38.90%,59.46%,#VALUE!,#VALUE!
25/05/16 6:15,40.19%,47.01%,44.83%,#VALUE!,33.57%,#VALUE!,48.29%,48.04%,38.90%,59.41%,#VALUE!,#VALUE!
