 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  15. 2.    Time:  15: 8:12
 Units: L = mm   , T = min  , M = mmol 



                               Node(  1)                      Node( 11)                      Node( 31)                      Node( 51)                      Node(101)

         time            h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux           h        theta    Flux  
         10.0001    -8130.92  0.3989 -0.104E-01      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.72  0.4914 -0.183E-02
         10.0002    -8130.89  0.3989 -0.104E-01      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.72  0.4914 -0.183E-02
         10.0003    -8130.85  0.3989 -0.101E-01      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.72  0.4914 -0.221E-02
         10.0005    -8130.80  0.3989 -0.984E-02      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.72  0.4914 -0.154E-02
         10.0008    -8130.73  0.3989 -0.101E-01      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.73  0.4914 -0.124E-02
         10.0010    -8130.66  0.3989 -0.101E-01      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.73  0.4914 -0.183E-02
         10.0013    -8130.66  0.3989 -0.206E-05      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.73  0.4914 -0.146E-02
         10.0017    -8130.66  0.3989 -0.206E-05      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.73  0.4914 -0.166E-02
         10.0021    -8130.66  0.3989 -0.206E-05      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.74  0.4914 -0.163E-02
         10.0028    -8130.66  0.3989 -0.206E-05      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.74  0.4914 -0.171E-02
         10.0036    -8130.66  0.3989 -0.206E-05      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.75  0.4914 -0.160E-02
         10.0046    -8130.66  0.3989 -0.206E-05      -4460.25  0.3991 -0.793E-04      -2892.71  0.4304  0.262E-02      -1908.95  0.4623 -0.502E-03      -1342.76  0.4914 -0.153E-02
