"Site Name 	M3			",,,,
"Site Number 	1			",,,,
"Logger 	Capacitive Water Level			",,,,
"Logger Serial Number 	42802			",,,,
"				",,,,
"				",,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,
,,,,
1,21/06/17, 17:00:00,1542,25.78
2,21/06/17, 17:30:00,1542,25.78
1,21/06/17, 17:00:00,1542,25.79
2,21/06/17, 17:30:00,1542,25.79
1,21/06/17, 17:00:00,1542,25.8
2,21/06/17, 17:30:00,1542,25.8
1,21/06/17, 17:00:00,1542,25.81
2,21/06/17, 17:30:00,1542,25.81
1,21/06/17, 17:00:00,1542,25.82
2,21/06/17, 17:30:00,1542,25.82
1,21/06/17, 17:00:00,1542,25.83
2,21/06/17, 17:30:00,1542,25.83
1,21/06/17, 17:00:00,1542,25.84
2,21/06/17, 17:30:00,1542,25.84
1,21/06/17, 17:00:00,1542,25.85
2,21/06/17, 17:30:00,1542,25.85
1,21/06/17, 17:00:00,1542,25.86
2,21/06/17, 17:30:00,1542,25.86
1,21/06/17, 17:00:00,1542,25.87
2,21/06/17, 17:30:00,1542,25.87
1,21/06/17, 17:00:00,1542,25.88
2,21/06/17, 17:30:00,1542,25.88
1,21/06/17, 17:00:00,1542,25.89
2,21/06/17, 17:30:00,1542,25.89
1,21/06/17, 17:00:00,1542,25.9
2,21/06/17, 17:30:00,1542,25.9
1,21/06/17, 17:00:00,1542,25.91
2,21/06/17, 17:30:00,1542,25.91
1,21/06/17, 17:00:00,1542,25.92
2,21/06/17, 17:30:00,1542,25.92
1,21/06/17, 17:00:00,1542,25.93
2,21/06/17, 17:30:00,1542,25.93
1,21/06/17, 17:00:00,1542,25.94
2,21/06/17, 17:30:00,1542,25.94
1,21/06/17, 17:00:00,1542,25.95
2,21/06/17, 17:30:00,1542,25.95
1,21/06/17, 17:00:00,1542,25.96
2,21/06/17, 17:30:00,1542,25.96
1,21/06/17, 17:00:00,1542,25.97
2,21/06/17, 17:30:00,1542,25.97
1,21/06/17, 17:00:00,1542,25.98
2,21/06/17, 17:30:00,1542,25.98
1,21/06/17, 17:00:00,1542,25.99
2,21/06/17, 17:30:00,1542,25.99
1,21/06/17, 17:00:00,1542,25.1
2,21/06/17, 17:30:00,1542,25.1
1,21/06/17, 17:00:00,1542,25.101
2,21/06/17, 17:30:00,1542,25.101
1,21/06/17, 17:00:00,1542,25.102
2,21/06/17, 17:30:00,1542,25.102
1,21/06/17, 17:00:00,1542,25.103
2,21/06/17, 17:30:00,1542,25.103
1,21/06/17, 17:00:00,1542,25.104
2,21/06/17, 17:30:00,1542,25.104
1,21/06/17, 17:00:00,1542,25.105
2,21/06/17, 17:30:00,1542,25.105
1,21/06/17, 17:00:00,1542,25.106
2,21/06/17, 17:30:00,1542,25.106
1,21/06/17, 17:00:00,1542,25.107
2,21/06/17, 17:30:00,1542,25.107
1,21/06/17, 17:00:00,1542,25.108
2,21/06/17, 17:30:00,1542,25.108
1,21/06/17, 17:00:00,1542,25.109
2,21/06/17, 17:30:00,1542,25.109
1,21/06/17, 17:00:00,1542,25.11
2,21/06/17, 17:30:00,1542,25.11
1,21/06/17, 17:00:00,1542,25.111
2,21/06/17, 17:30:00,1542,25.111
1,21/06/17, 17:00:00,1542,25.112
2,21/06/17, 17:30:00,1542,25.112
1,21/06/17, 17:00:00,1542,25.113
2,21/06/17, 17:30:00,1542,25.113
1,21/06/17, 17:00:00,1542,25.114
2,21/06/17, 17:30:00,1542,25.114
1,21/06/17, 17:00:00,1542,25.115
2,21/06/17, 17:30:00,1542,25.115
1,21/06/17, 17:00:00,1542,25.116
2,21/06/17, 17:30:00,1542,25.116
1,21/06/17, 17:00:00,1542,25.117
2,21/06/17, 17:30:00,1542,25.117
1,21/06/17, 17:00:00,1542,25.118
2,21/06/17, 17:30:00,1542,25.118
1,21/06/17, 17:00:00,1542,25.119
2,21/06/17, 17:30:00,1542,25.119
1,21/06/17, 17:00:00,1542,25.12
2,21/06/17, 17:30:00,1542,25.12
1,21/06/17, 17:00:00,1542,25.121
2,21/06/17, 17:30:00,1542,25.121
1,21/06/17, 17:00:00,1542,25.122
2,21/06/17, 17:30:00,1542,25.122
1,21/06/17, 17:00:00,1542,25.123
2,21/06/17, 17:30:00,1542,25.123
1,21/06/17, 17:00:00,1542,25.124
2,21/06/17, 17:30:00,1542,25.124
1,21/06/17, 17:00:00,1542,25.125
2,21/06/17, 17:30:00,1542,25.125
1,21/06/17, 17:00:00,1542,25.126
2,21/06/17, 17:30:00,1542,25.126
1,21/06/17, 17:00:00,1542,25.127
2,21/06/17, 17:30:00,1542,25.127
1,21/06/17, 17:00:00,1542,25.128
2,21/06/17, 17:30:00,1542,25.128
1,21/06/17, 17:00:00,1542,25.129
2,21/06/17, 17:30:00,1542,25.129
1,21/06/17, 17:00:00,1542,25.13
2,21/06/17, 17:30:00,1542,25.13
1,21/06/17, 17:00:00,1542,25.131
2,21/06/17, 17:30:00,1542,25.131
1,21/06/17, 17:00:00,1542,25.132
2,21/06/17, 17:30:00,1542,25.132
1,21/06/17, 17:00:00,1542,25.133
2,21/06/17, 17:30:00,1542,25.133
1,21/06/17, 17:00:00,1542,25.134
2,21/06/17, 17:30:00,1542,25.134
1,21/06/17, 17:00:00,1542,25.135
2,21/06/17, 17:30:00,1542,25.135
1,21/06/17, 17:00:00,1542,25.136
2,21/06/17, 17:30:00,1542,25.136
1,21/06/17, 17:00:00,1542,25.137
2,21/06/17, 17:30:00,1542,25.137
1,21/06/17, 17:00:00,1542,25.138
2,21/06/17, 17:30:00,1542,25.138
1,21/06/17, 17:00:00,1542,25.139
2,21/06/17, 17:30:00,1542,25.139
1,21/06/17, 17:00:00,1542,25.14
2,21/06/17, 17:30:00,1542,25.14
1,21/06/17, 17:00:00,1542,25.141
2,21/06/17, 17:30:00,1542,25.141
1,21/06/17, 17:00:00,1542,25.142
2,21/06/17, 17:30:00,1542,25.142
1,21/06/17, 17:00:00,1542,25.143
2,21/06/17, 17:30:00,1542,25.143
1,21/06/17, 17:00:00,1542,25.144
2,21/06/17, 17:30:00,1542,25.144
1,21/06/17, 17:00:00,1542,25.145
2,21/06/17, 17:30:00,1542,25.145
1,21/06/17, 17:00:00,1542,25.146
2,21/06/17, 17:30:00,1542,25.146
1,21/06/17, 17:00:00,1542,25.147
2,21/06/17, 17:30:00,1542,25.147
1,21/06/17, 17:00:00,1542,25.148
2,21/06/17, 17:30:00,1542,25.148
1,21/06/17, 17:00:00,1542,25.149
2,21/06/17, 17:30:00,1542,25.149
1,21/06/17, 17:00:00,1542,25.15
2,21/06/17, 17:30:00,1542,25.15
1,21/06/17, 17:00:00,1542,25.151
2,21/06/17, 17:30:00,1542,25.151
1,21/06/17, 17:00:00,1542,25.152
2,21/06/17, 17:30:00,1542,25.152
1,21/06/17, 17:00:00,1542,25.153
2,21/06/17, 17:30:00,1542,25.153
1,21/06/17, 17:00:00,1542,25.154
2,21/06/17, 17:30:00,1542,25.154
1,21/06/17, 17:00:00,1542,25.155
2,21/06/17, 17:30:00,1542,25.155
1,21/06/17, 17:00:00,1542,25.156
2,21/06/17, 17:30:00,1542,25.156
1,21/06/17, 17:00:00,1542,25.157
2,21/06/17, 17:30:00,1542,25.157
1,21/06/17, 17:00:00,1542,25.158
