"Plot Title: El Guabo 03-04-15"
"#","Date Time, GMT+00:00","Event, 1/100" (LGR S/N: 2002308, SEN S/N: 2002308)","Coupler Detached (LGR S/N: 2002308)","Coupler Attached (LGR S/N: 2002308)","End Of File (LGR S/N: 2002308)"
1,05/05/15 03:24:28 PM,0.00,,,
2,05/05/15 03:24:34 PM,,Logged,,
3,05/09/15 05:04:31 PM,1.00,,,
4,05/09/15 05:08:13 PM,2.00,,,
5,05/09/15 05:12:52 PM,3.00,,,
6,05/09/15 05:49:31 PM,4.00,,,
7,05/09/15 05:54:05 PM,5.00,,,
8,05/09/15 05:55:15 PM,6.00,,,
9,05/09/15 05:55:31 PM,7.00,,,
10,05/09/15 05:55:51 PM,8.00,,,
11,05/09/15 05:55:59 PM,9.00,,,
12,05/09/15 05:56:19 PM,10.00,,,
13,05/09/15 05:56:25 PM,11.00,,,
14,05/09/15 05:56:43 PM,12.00,,,
15,05/09/15 05:56:51 PM,13.00,,,
16,05/09/15 05:57:06 PM,14.00,,,
17,05/09/15 05:57:16 PM,15.00,,,
18,05/09/15 05:57:34 PM,16.00,,,
19,05/09/15 05:57:45 PM,17.00,,,
20,05/09/15 05:58:06 PM,18.00,,,
21,05/09/15 05:58:17 PM,19.00,,,
22,05/09/15 05:58:43 PM,20.00,,,
23,05/09/15 05:58:55 PM,21.00,,,
24,05/09/15 05:59:21 PM,22.00,,,
25,05/09/15 05:59:39 PM,23.00,,,
26,05/09/15 06:00:20 PM,24.00,,,
27,05/09/15 06:00:36 PM,25.00,,,
28,05/09/15 06:01:09 PM,26.00,,,
29,05/09/15 06:01:19 PM,27.00,,,
30,05/09/15 06:01:39 PM,28.00,,,
31,05/09/15 06:01:51 PM,29.00,,,
32,05/09/15 06:02:20 PM,30.00,,,
33,05/09/15 06:02:35 PM,31.00,,,
34,05/09/15 06:03:13 PM,32.00,,,
35,05/09/15 06:03:40 PM,33.00,,,
36,05/09/15 06:05:23 PM,34.00,,,
37,05/09/15 06:06:37 PM,35.00,,,
38,05/09/15 09:34:57 PM,36.00,,,
39,05/11/15 05:44:09 PM,37.00,,,
40,05/11/15 05:49:33 PM,38.00,,,
41,05/12/15 04:11:59 PM,39.00,,,
42,05/12/15 04:12:04 PM,40.00,,,
43,05/12/15 04:12:13 PM,41.00,,,
44,05/12/15 04:12:17 PM,41.00,,Logged,Logged
