"Plot Title: El Guabo 03-04-15"
"#","Date Time, GMT+00:00","Event","Coupler Detached","Coupler Attached","Stopped","End Of File"
1,06/18/15 03:49:57 PM,0.00,,,,
2,06/18/15 03:50:04 PM,,Logged,,,
3,06/19/15 12:01:06 PM,1.00,,,,
4,06/22/15 07:08:49 PM,2.00,,,,
5,06/22/15 07:09:06 PM,3.00,,,,
6,06/22/15 07:09:46 PM,4.00,,,,
7,06/22/15 07:10:08 PM,5.00,,,,
8,06/22/15 07:11:01 PM,6.00,,,,
9,06/22/15 07:11:26 PM,7.00,,,,
10,06/22/15 07:13:20 PM,8.00,,,,
11,06/22/15 08:39:45 PM,9.00,,,,
12,06/29/15 01:02:41 PM,10.00,,,,
13,06/29/15 08:29:53 PM,11.00,,,,
14,06/29/15 08:30:26 PM,12.00,,,,
15,06/29/15 08:30:38 PM,13.00,,,,
16,06/29/15 08:31:00 PM,14.00,,,,
17,06/29/15 08:31:11 PM,15.00,,,,
18,06/29/15 08:31:32 PM,16.00,,,,
19,06/29/15 08:31:43 PM,17.00,,,,
20,06/29/15 08:32:03 PM,18.00,,,,
21,06/29/15 08:32:14 PM,19.00,,,,
22,06/29/15 08:32:33 PM,20.00,,,,
23,06/29/15 08:32:41 PM,21.00,,,,
24,06/29/15 08:32:56 PM,22.00,,,,
25,06/29/15 08:33:03 PM,23.00,,,,
26,06/29/15 08:33:18 PM,24.00,,,,
27,06/29/15 08:33:25 PM,25.00,,,,
28,06/29/15 08:33:39 PM,26.00,,,,
29,06/29/15 08:33:47 PM,27.00,,,,
30,06/29/15 08:33:59 PM,28.00,,,,
31,06/29/15 08:34:06 PM,29.00,,,,
32,06/29/15 08:34:21 PM,30.00,,,,
33,06/29/15 08:34:28 PM,31.00,,,,
34,06/29/15 08:34:41 PM,32.00,,,,
35,06/29/15 08:34:48 PM,33.00,,,,
36,06/29/15 08:35:01 PM,34.00,,,,
37,06/29/15 08:35:09 PM,35.00,,,,
38,06/29/15 08:35:24 PM,36.00,,,,
39,06/29/15 08:35:33 PM,37.00,,,,
40,06/29/15 08:35:50 PM,38.00,,,,
41,06/29/15 08:35:58 PM,39.00,,,,
42,06/29/15 08:36:15 PM,40.00,,,,
43,06/29/15 08:36:26 PM,41.00,,,,
44,06/29/15 08:36:46 PM,42.00,,,,
45,06/29/15 08:37:01 PM,43.00,,,,
46,06/29/15 08:37:30 PM,44.00,,,,
47,06/29/15 08:37:48 PM,45.00,,,,
48,06/29/15 08:38:24 PM,46.00,,,,
49,06/29/15 08:38:45 PM,47.00,,,,
50,06/29/15 08:39:15 PM,48.00,,,,
51,06/29/15 08:39:25 PM,49.00,,,,
52,06/29/15 08:39:44 PM,50.00,,,,
53,06/29/15 08:39:55 PM,51.00,,,,
54,06/29/15 08:40:16 PM,52.00,,,,
55,06/29/15 08:40:27 PM,53.00,,,,
56,06/29/15 08:40:46 PM,54.00,,,,
57,06/29/15 08:40:55 PM,55.00,,,,
58,06/29/15 08:41:11 PM,56.00,,,,
59,06/29/15 08:41:21 PM,57.00,,,,
60,06/29/15 08:41:39 PM,58.00,,,,
61,06/29/15 08:41:52 PM,59.00,,,,
62,06/29/15 08:42:14 PM,60.00,,,,
63,06/29/15 08:42:28 PM,61.00,,,,
64,06/29/15 08:42:49 PM,62.00,,,,
65,06/29/15 08:42:57 PM,63.00,,,,
66,06/29/15 08:43:12 PM,64.00,,,,
67,06/29/15 08:43:20 PM,65.00,,,,
68,06/29/15 08:43:34 PM,66.00,,,,
69,06/29/15 08:43:44 PM,67.00,,,,
70,06/29/15 08:44:01 PM,68.00,,,,
71,06/29/15 08:44:11 PM,69.00,,,,
72,06/29/15 08:44:28 PM,70.00,,,,
73,06/29/15 08:44:36 PM,71.00,,,,
74,06/29/15 08:44:50 PM,72.00,,,,
75,06/29/15 08:44:58 PM,73.00,,,,
76,06/29/15 08:45:10 PM,74.00,,,,
77,06/29/15 08:45:18 PM,75.00,,,,
78,06/29/15 08:45:35 PM,76.00,,,,
79,06/29/15 08:45:42 PM,77.00,,,,
80,06/29/15 08:45:59 PM,78.00,,,,
81,06/29/15 08:46:08 PM,79.00,,,,
82,06/29/15 08:46:22 PM,80.00,,,,
83,06/29/15 08:46:31 PM,81.00,,,,
84,06/29/15 08:46:49 PM,82.00,,,,
85,06/29/15 08:47:00 PM,83.00,,,,
86,06/29/15 08:47:28 PM,84.00,,,,
87,06/29/15 08:47:50 PM,85.00,,,,
88,06/29/15 08:49:15 PM,86.00,,,,
89,06/29/15 08:51:03 PM,87.00,,,,
90,06/29/15 08:51:50 PM,88.00,,,,
91,06/29/15 08:52:07 PM,89.00,,,,
92,06/29/15 08:52:25 PM,90.00,,,,
93,06/29/15 08:52:35 PM,91.00,,,,
94,06/29/15 08:52:52 PM,92.00,,,,
95,06/29/15 08:53:00 PM,93.00,,,,
96,06/29/15 08:53:16 PM,94.00,,,,
97,06/29/15 08:53:26 PM,95.00,,,,
98,06/29/15 08:54:05 PM,96.00,,,,
99,06/29/15 08:54:53 PM,97.00,,,,
100,06/29/15 08:59:40 PM,98.00,,,,
101,06/30/15 01:00:01 AM,99.00,,,,
102,06/30/15 07:33:44 PM,100.00,,,,
103,06/30/15 07:35:53 PM,101.00,,,,
104,06/30/15 07:39:11 PM,102.00,,,,
105,06/30/15 07:43:13 PM,103.00,,,,
106,07/02/15 04:22:39 PM,104.00,,,,
107,07/02/15 04:23:01 PM,,,Logged,,
108,07/02/15 04:23:04 PM,104.00,,,Logged,Logged
