"Plot Title: El Guabo 03-04-15"
"#","Date Time, GMT+00:00","Event","Coupler Detached","Coupler Attached","Stopped","End Of File"
64,07/19/15 08:04:50 PM,62.00,,,,
65,07/19/15 08:05:26 PM,63.00,,,,
66,07/19/15 08:05:53 PM,64.00,,,,
67,07/19/15 08:20:26 PM,65.00,,,,
68,07/20/15 04:55:22 PM,66.00,,,,
69,07/20/15 06:22:06 PM,67.00,,,,
70,07/20/15 07:34:30 PM,68.00,,,,
71,07/20/15 07:35:00 PM,69.00,,,,
72,07/20/15 07:35:25 PM,70.00,,,,
73,07/20/15 07:36:12 PM,71.00,,,,
74,07/20/15 07:36:56 PM,72.00,,,,
75,07/20/15 07:56:29 PM,73.00,,,,
76,07/21/15 12:04:06 AM,74.00,,,,
77,07/21/15 12:11:13 AM,75.00,,,,
78,07/21/15 12:15:42 AM,76.00,,,,
79,07/21/15 12:21:12 AM,77.00,,,,
80,07/21/15 12:23:11 AM,78.00,,,,
81,07/21/15 12:27:34 AM,79.00,,,,
82,07/21/15 12:29:46 AM,80.00,,,,
83,07/21/15 12:33:28 AM,81.00,,,,
84,07/21/15 12:35:17 AM,82.00,,,,
85,07/21/15 12:39:01 AM,83.00,,,,
86,07/21/15 12:40:36 AM,84.00,,,,
87,07/21/15 12:44:07 AM,85.00,,,,
88,07/21/15 12:46:29 AM,86.00,,,,
89,07/21/15 12:53:41 AM,87.00,,,,
90,07/21/15 12:57:21 AM,88.00,,,,
91,07/21/15 01:04:28 AM,89.00,,,,
92,07/21/15 01:08:38 AM,90.00,,,,
93,07/21/15 01:41:09 AM,91.00,,,,
94,07/21/15 02:45:45 AM,92.00,,,,
95,07/21/15 02:57:27 AM,93.00,,,,
96,07/21/15 03:06:08 AM,94.00,,,,
97,07/21/15 05:16:38 AM,95.00,,,,
98,07/21/15 10:13:59 AM,96.00,,,,
99,07/21/15 02:28:06 PM,97.00,,,,
100,07/21/15 02:29:45 PM,98.00,,,,
101,07/21/15 02:33:45 PM,99.00,,,,
102,07/21/15 02:34:59 PM,100.00,,,,
103,07/21/15 02:36:28 PM,101.00,,,,
104,07/21/15 02:37:29 PM,102.00,,,,
105,07/21/15 02:41:01 PM,103.00,,,,
106,07/21/15 03:17:44 PM,104.00,,,,
107,07/21/15 06:56:00 PM,105.00,,,,
108,07/22/15 08:32:10 AM,106.00,,,,
109,07/22/15 09:19:22 AM,107.00,,,,
110,07/22/15 09:19:42 AM,108.00,,,,
111,07/22/15 09:20:16 AM,109.00,,,,
112,07/22/15 09:20:31 AM,110.00,,,,
113,07/22/15 09:21:03 AM,111.00,,,,
114,07/22/15 09:21:19 AM,112.00,,,,
115,07/22/15 09:21:44 AM,113.00,,,,
116,07/22/15 09:21:52 AM,114.00,,,,
117,07/22/15 09:22:08 AM,115.00,,,,
118,07/22/15 09:22:20 AM,116.00,,,,
119,07/22/15 09:22:38 AM,117.00,,,,
120,07/22/15 09:22:53 AM,118.00,,,,
121,07/22/15 09:23:30 AM,119.00,,,,
122,07/22/15 09:23:49 AM,120.00,,,,
123,07/22/15 09:24:31 AM,121.00,,,,
124,07/22/15 09:25:00 AM,122.00,,,,
125,07/22/15 09:26:15 AM,123.00,,,,
126,07/22/15 09:27:06 AM,124.00,,,,
127,07/22/15 11:10:07 AM,125.00,,,,
128,07/22/15 05:50:43 PM,126.00,,,,
129,07/22/15 05:52:00 PM,127.00,,,,
130,07/22/15 05:52:37 PM,128.00,,,,
131,07/22/15 05:57:06 PM,129.00,,,,
132,07/22/15 06:02:59 PM,130.00,,,,
133,07/22/15 06:21:40 PM,131.00,,,,
134,07/22/15 06:43:24 PM,132.00,,,,
135,07/22/15 06:44:14 PM,133.00,,,,
136,07/22/15 06:44:21 PM,134.00,,,,
137,07/22/15 06:44:40 PM,135.00,,,,
138,07/22/15 06:44:48 PM,136.00,,,,
139,07/22/15 06:45:01 PM,137.00,,,,
140,07/22/15 06:45:08 PM,138.00,,,,
141,07/22/15 06:45:23 PM,139.00,,,,
142,07/22/15 06:45:33 PM,140.00,,,,
143,07/22/15 06:45:50 PM,141.00,,,,
144,07/22/15 06:46:04 PM,142.00,,,,
145,07/22/15 06:46:31 PM,143.00,,,,
146,07/22/15 06:46:48 PM,144.00,,,,
147,07/22/15 06:47:25 PM,145.00,,,,
148,07/22/15 06:47:52 PM,146.00,,,,
149,07/22/15 06:48:24 PM,147.00,,,,
150,07/22/15 06:48:36 PM,148.00,,,,
151,07/22/15 06:48:58 PM,149.00,,,,
152,07/22/15 06:49:12 PM,150.00,,,,
153,07/22/15 06:49:37 PM,151.00,,,,
154,07/22/15 06:49:46 PM,152.00,,,,
155,07/22/15 06:50:03 PM,153.00,,,,
156,07/22/15 06:50:13 PM,154.00,,,,
157,07/22/15 06:50:26 PM,155.00,,,,
158,07/22/15 06:50:34 PM,156.00,,,,
159,07/22/15 06:50:52 PM,157.00,,,,
160,07/22/15 06:51:01 PM,158.00,,,,
161,07/22/15 06:51:20 PM,159.00,,,,
162,07/22/15 06:51:30 PM,160.00,,,,
163,07/22/15 06:51:51 PM,161.00,,,,
164,07/22/15 06:52:04 PM,162.00,,,,
165,07/22/15 06:52:30 PM,163.00,,,,
166,07/22/15 06:52:42 PM,164.00,,,,
167,07/22/15 06:53:11 PM,165.00,,,,
168,07/22/15 06:53:35 PM,166.00,,,,
169,07/22/15 06:54:41 PM,167.00,,,,
170,07/22/15 06:55:34 PM,168.00,,,,
171,07/22/15 06:57:37 PM,169.00,,,,
172,07/22/15 06:58:02 PM,170.00,,,,
173,07/22/15 06:58:37 PM,171.00,,,,
174,07/22/15 06:58:58 PM,172.00,,,,
175,07/22/15 07:00:01 PM,173.00,,,,
176,07/22/15 07:00:28 PM,174.00,,,,
177,07/22/15 07:01:21 PM,175.00,,,,
178,07/22/15 07:01:48 PM,176.00,,,,
179,07/22/15 07:02:43 PM,177.00,,,,
180,07/22/15 07:03:14 PM,178.00,,,,
181,07/22/15 07:04:07 PM,179.00,,,,
182,07/22/15 07:04:20 PM,180.00,,,,
183,07/22/15 07:04:38 PM,181.00,,,,
184,07/22/15 07:04:47 PM,182.00,,,,
185,07/22/15 07:05:04 PM,183.00,,,,
186,07/22/15 07:05:14 PM,184.00,,,,
187,07/22/15 07:05:32 PM,185.00,,,,
188,07/22/15 07:05:43 PM,186.00,,,,
189,07/22/15 07:06:04 PM,187.00,,,,
190,07/22/15 07:06:16 PM,188.00,,,,
191,07/22/15 07:06:34 PM,189.00,,,,
192,07/22/15 07:06:44 PM,190.00,,,,
193,07/22/15 07:07:01 PM,191.00,,,,
194,07/22/15 07:07:08 PM,192.00,,,,
195,07/22/15 07:07:22 PM,193.00,,,,
196,07/22/15 07:07:29 PM,194.00,,,,
197,07/22/15 07:07:43 PM,195.00,,,,
198,07/22/15 07:07:50 PM,196.00,,,,
199,07/22/15 07:08:07 PM,197.00,,,,
200,07/22/15 07:08:14 PM,198.00,,,,
201,07/22/15 07:08:30 PM,199.00,,,,
202,07/22/15 07:08:39 PM,200.00,,,,
203,07/22/15 07:08:56 PM,201.00,,,,
204,07/22/15 07:09:07 PM,202.00,,,,
205,07/22/15 07:09:24 PM,203.00,,,,
206,07/22/15 07:09:34 PM,204.00,,,,
207,07/22/15 07:09:55 PM,205.00,,,,
208,07/22/15 07:10:10 PM,206.00,,,,
209,07/22/15 07:10:34 PM,207.00,,,,
210,07/22/15 07:10:49 PM,208.00,,,,
211,07/22/15 07:11:20 PM,209.00,,,,
212,07/22/15 07:11:37 PM,210.00,,,,
213,07/22/15 07:12:17 PM,211.00,,,,
214,07/22/15 07:12:43 PM,212.00,,,,
215,07/22/15 07:13:38 PM,213.00,,,,
216,07/22/15 07:14:00 PM,214.00,,,,
217,07/22/15 07:14:53 PM,215.00,,,,
218,07/22/15 07:15:24 PM,216.00,,,,
219,07/22/15 07:20:38 PM,217.00,,,,
220,07/22/15 07:25:31 PM,218.00,,,,
221,07/22/15 07:38:26 PM,219.00,,,,
222,07/22/15 07:42:59 PM,220.00,,,,
223,07/24/15 12:48:11 PM,221.00,,,,
224,07/25/15 10:07:07 AM,222.00,,,,
225,07/28/15 06:52:06 AM,223.00,,,,
226,07/29/15 11:55:13 AM,224.00,,,,
227,07/29/15 12:05:30 PM,225.00,,,,
228,07/29/15 12:14:28 PM,226.00,,,,
229,07/29/15 12:28:33 PM,227.00,,,,
230,07/29/15 12:29:58 PM,228.00,,,,
231,07/29/15 12:36:10 PM,229.00,,,,
232,07/29/15 12:37:49 PM,230.00,,,,
233,07/29/15 12:40:31 PM,231.00,,,,
234,07/29/15 12:41:30 PM,232.00,,,,
235,07/29/15 12:42:42 PM,233.00,,,,
236,07/29/15 12:43:16 PM,234.00,,,,
237,07/29/15 12:44:47 PM,235.00,,,,
238,07/29/15 12:46:10 PM,236.00,,,,
239,07/29/15 12:49:19 PM,237.00,,,,
240,07/29/15 12:50:36 PM,238.00,,,,
241,07/29/15 01:17:33 PM,239.00,,,,
242,07/30/15 07:22:29 PM,240.00,,,,
243,07/31/15 11:05:08 AM,241.00,,,,
244,08/01/15 01:28:07 AM,242.00,,,,
245,08/01/15 03:17:32 AM,243.00,,,,
246,08/01/15 03:19:31 AM,244.00,,,,
247,08/01/15 03:43:23 AM,245.00,,,,
248,08/01/15 03:55:46 AM,246.00,,,,
249,08/01/15 04:08:18 AM,247.00,,,,
250,08/01/15 04:21:57 AM,248.00,,,,
251,08/01/15 04:25:43 AM,249.00,,,,
252,08/01/15 04:26:05 AM,250.00,,,,
253,08/01/15 04:26:53 AM,251.00,,,,
254,08/01/15 04:27:06 AM,252.00,,,,
255,08/01/15 04:27:22 AM,253.00,,,,
256,08/01/15 04:27:28 AM,254.00,,,,
257,08/01/15 04:27:39 AM,255.00,,,,
258,08/01/15 04:27:44 AM,256.00,,,,
259,08/01/15 04:27:55 AM,257.00,,,,
260,08/01/15 04:28:02 AM,258.00,,,,
261,08/01/15 04:28:12 AM,259.00,,,,
262,08/01/15 04:28:18 AM,260.00,,,,
263,08/01/15 04:28:26 AM,261.00,,,,
264,08/01/15 04:28:30 AM,262.00,,,,
265,08/01/15 04:28:38 AM,263.00,,,,
266,08/01/15 04:28:43 AM,264.00,,,,
267,08/01/15 04:28:53 AM,265.00,,,,
268,08/01/15 04:28:59 AM,266.00,,,,
269,08/01/15 04:29:12 AM,267.00,,,,
270,08/01/15 04:29:30 AM,268.00,,,,
271,08/01/15 04:53:00 AM,269.00,,,,
272,08/01/15 04:56:02 AM,270.00,,,,
273,08/01/15 07:02:03 AM,271.00,,,,
274,08/01/15 07:18:16 AM,272.00,,,,
275,08/01/15 08:00:16 AM,273.00,,,,
276,08/01/15 08:01:30 AM,274.00,,,,
277,08/01/15 08:07:08 AM,275.00,,,,
278,08/01/15 08:37:11 AM,276.00,,,,
279,08/01/15 08:43:05 AM,277.00,,,,
280,08/01/15 09:19:03 AM,278.00,,,,
281,08/01/15 01:18:22 PM,279.00,,,,
282,08/01/15 01:40:04 PM,280.00,,,,
283,08/01/15 01:47:01 PM,281.00,,,,
284,08/01/15 01:48:21 PM,282.00,,,,
285,08/01/15 01:49:50 PM,283.00,,,,
286,08/01/15 01:50:26 PM,284.00,,,,
287,08/01/15 01:52:21 PM,285.00,,,,
288,08/01/15 01:57:31 PM,286.00,,,,
289,08/01/15 02:04:11 PM,287.00,,,,
290,08/01/15 03:59:15 PM,288.00,,,,
291,08/02/15 02:02:33 AM,289.00,,,,
292,08/02/15 02:27:25 AM,290.00,,,,
293,08/04/15 05:32:52 PM,291.00,,,,
294,08/04/15 05:33:14 PM,,,Logged,,
295,08/04/15 05:33:19 PM,291.00,,,Logged,Logged
