 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 2.    Time:  21:16:32
 Units: L = mm   , T = min  , M = mmol 


 Time:       10.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000   -7267.875 0.3637   0.4400E-05  0.8964E-05 -0.4400E-05  0.0000E+00      -1  -0.113E-04   20.00
   2   -10.0000   -7267.875 0.3637   0.4400E-05  0.8964E-05 -0.4400E-05  0.0000E+00      -1  -0.113E-04   20.00
   3   -20.0000   -7267.875 0.3637   0.4400E-05  0.8964E-05 -0.4400E-05  0.0000E+00      -1  -0.113E-04   20.00
   4   -30.0000   -7267.875 0.3637   0.4400E-05  0.8964E-05 -0.4400E-05  0.0000E+00      -1  -0.113E-04   20.00
   5   -40.0000   -7267.875 0.3637   0.4400E-05  0.8964E-05 -0.4400E-05  0.0000E+00      -1  -0.113E-04   20.00
   6   -50.0000   -7267.875 0.3637   0.4400E-05  0.8964E-05  0.4105E-03  0.0000E+00      -1   0.105E-02   20.00
   7   -60.0000   -6503.431 0.3637   0.1748E-04  0.1021E-04  0.4040E-03  0.0000E+00      -1   0.104E-02   20.00
   8   -70.0000   -6503.431 0.3637   0.1748E-04  0.1021E-04 -0.1748E-04  0.0000E+00      -1  -0.448E-04   20.00
   9   -80.0000   -6503.431 0.3637   0.1748E-04  0.1021E-04 -0.1748E-04  0.0000E+00      -1  -0.448E-04   20.00
  10   -90.0000   -6503.431 0.3637   0.1748E-04  0.1021E-04 -0.1748E-04  0.0000E+00      -1  -0.448E-04   20.00
  11  -100.0000   -6503.431 0.3637   0.1748E-04  0.1021E-04 -0.1748E-04  0.0000E+00      -1  -0.448E-04   20.00
  12  -110.0000   -6503.431 0.3637   0.1748E-04  0.1021E-04 -0.1748E-04  0.0000E+00      -1  -0.448E-04   20.00
  13  -120.0000   -6503.431 0.3637   0.1748E-04  0.1021E-04 -0.1748E-04  0.0000E+00      -1  -0.448E-04   20.00
  14  -130.0000   -6503.431 0.3637   0.1748E-04  0.1021E-04 -0.1748E-04  0.0000E+00      -1  -0.448E-04   20.00
